股票代码,code,market_code,所属概念,所属概念数量
002114.SZ,002114,33,金属锌;金属铅;金属铜;小金属概念;西部大开发;乡村振兴;国企改革;粮食概念;绿色电力,9
600666.SH,600666,17,算力租赁;东数西算(算力);云计算;数据确权;Sora概念(文生视频);AIGC概念;AI智能体;数据要素;短剧游戏;AI应用;蚂蚁集团概念;DeepSeek概念;OLED;人工智能;比亚迪概念;高端装备;黑龙江自贸区;新疆振兴;沪股通,19
000019.SZ,000019,33,粮食概念;预制菜;深圳国企改革;国企改革;冷链物流;一带一路;数字乡村;深股通,8
920378.BJ,920378,151,特斯拉概念;融资融券;机器人概念;专精特新;新能源汽车,5
601279.SH,601279,17,长安汽车概念;海峡两岸;锂电池概念;比亚迪概念;新能源汽车;沪股通,6
002846.SZ,002846,33,PET铜箔;固态电池;锂电池概念;宠物经济;中俄贸易概念;新能源汽车;专精特新;深股通,8
002155.SZ,002155,33,金属铅;黄金概念;金属锌;小金属概念;2025年报预增;国企改革;乡村振兴;2026一季报预增;深股通;股权转让(并购重组);融资融券,11
001335.SZ,001335,33,染料;人民币贬值受益;一带一路;融资融券,4
600815.SH,600815,17,福建自贸区;海峡两岸;军工;高端装备;职业教育;智能物流;地下管网;国企改革;中俄贸易概念;沪股通,10
920179.BJ,920179,151,股权转让(并购重组);融资融券;芯片概念;光伏概念;中芯国际概念;专精特新,6
603517.SH,603517,22,ST板块;预制菜;冷链物流,3
688811.SH,688811,17,科创次新股;卫星导航;商业航天;注册制次新股;军工;核电;智能电网;央企国企改革;国企改革;新股与次新股;融资融券,11
603312.SH,603312,17,储能;宁德时代概念;风电;光伏概念;锂电池概念;新能源汽车;比亚迪概念;高铁;特斯拉概念;沪股通;融资融券,11
301580.SZ,301580,33,3D打印;牙科医疗;专精特新;阿里巴巴概念;人民币贬值受益;智能医疗;医疗器械概念;深股通;融资融券,9
601118.SH,601118,17,可降解塑料;海南自贸区;碳中和;农业种植;国企改革;乡村振兴;军工;融资融券;沪股通,9
688612.SH,688612,17,长安汽车概念;回购增持再贷款概念;新能源汽车;飞行汽车(eVTOL);粤港澳大湾区;无线充电;华为概念;低空经济;高压快充;充电桩;沪股通;融资融券,12
002027.SZ,002027,33,高股息精选;文化传媒概念;体育产业;同花顺漂亮100;同花顺出海50;深股通;融资融券;DeepSeek概念;阿里巴巴概念,9
002153.SZ,002153,33,AI应用;腾讯概念;抖音概念(字节概念);AI智能体;区块链;云计算;阿里巴巴概念;移动支付;跨境支付(CIPS);DeepSeek概念;人工智能;ERP概念;旅游概念;京津冀一体化;证金持股;深股通;融资融券,17
300608.SZ,300608,33,算力租赁;云办公;华为欧拉;云计算;数据安全;华为鲲鹏;东数西算(算力);智慧政务;Web3.0;电子身份证;信创;财税数字化;数据确权;多模态AI;6G概念;人脸识别;数据中心;鸿蒙概念;5G;AI智能体;虚拟数字人;在线教育;AIGC概念;区块链;数据要素;语音技术;AI应用;车联网(车路协同);华为概念;智慧城市;物联网;消费电子概念;数字孪生;DeepSeek概念;互联网金融;数字经济;人工智能;职业教育;卫星导航;C2M概念;工业互联网;智能医疗;机器人概念;低空经济;雄安新区;乡村振兴;股权转让(并购重组),47
002196.SZ,002196,33,人形机器人;机器人概念;特斯拉概念;新能源汽车;无人机;低空经济;家用电器;航空发动机;汽车电子;共同富裕示范区;一带一路;国企改革,12
002795.SZ,002795,33,股权转让(并购重组);人民币贬值受益;光伏概念;医疗器械概念;民营医院;TOPCON电池;BC电池,7
002048.SZ,002048,33,PEEK材料;减速器;人形机器人;小米汽车;华为汽车;智能座舱;特斯拉概念;汽车电子;长安汽车概念;小米概念;比亚迪概念;新能源汽车;机器人概念;宁德时代概念;一带一路;回购增持再贷款概念;深股通;融资融券,18
601882.SH,601882,17,工业母机;新型工业化;高端装备;共同富裕示范区;融资融券;沪股通,6
601825.SH,601825,17,高股息精选;跨境支付(CIPS);融资融券;沪股通,4
688607.SH,688607,17,传感器;智能医疗;人工智能;AI应用;宠物经济;融资融券,6
002840.SZ,002840,33,猪肉;养鸡;预制菜;冷链物流;碳中和;回购增持再贷款概念;绿色电力;深股通;融资融券,9
002868.SZ,002868,33,ST板块;POE胶膜;光伏概念;海峡两岸;合成生物;宠物经济;股权转让(并购重组),7
920856.BJ,920856,151,参股银行;融资融券;物联网;机器人概念;无人驾驶;无人机;专精特新;一带一路,8
603696.SH,603696,17,海峡两岸;互联网金融;融资融券,3
001696.SZ,001696,33,军民融合;航空发动机;农机;军工;商业航天;无人机;低空经济;乡村振兴;数字经济;飞行汽车(eVTOL);工业互联网;两轮车;西部大开发;机器人概念;燃料电池;专精特新;新能源汽车;储能;氢能源;比亚迪概念;锂电池概念;钠离子电池;深股通;融资融券,24
003010.SZ,003010,33,宠物经济;文化传媒概念;拼多多概念;三胎概念;AI应用;虚拟数字人;AIGC概念;跨境电商;阿里巴巴概念;DeepSeek概念;人工智能;数字经济;虚拟现实;粤港澳大湾区;回购增持再贷款概念;2025年报预增;深股通,17
605599.SH,605599,17,国企改革;高股息精选;黄金概念;IP经济(谷子经济);沪股通,5
003015.SZ,003015,33,柔性屏(折叠屏);消费电子概念;小米概念;华为概念;新能源汽车;PET铜箔,6
601121.SH,601121,17,金属锌;金属铅;金属铜;黄金概念;新疆振兴;西部大开发;国企改革;股权转让(并购重组);沪股通,9
002592.SZ,002592,33,ST板块;细胞免疫治疗;华为汽车;长安汽车概念;网络游戏;文化传媒概念;汽车热管理;新能源汽车;专精特新;华为概念;西部大开发;燃料电池;2025年报预增;军工,14
000628.SZ,000628,33,汽车芯片;智慧政务;数据要素;芯片概念;数字孪生;物联网;智慧城市;2025年报预增;新能源汽车;创投;新型城镇化;储能;虚拟电厂;西部大开发;PPP概念;国企改革;融资融券;深股通,18
920978.BJ,920978,151,液冷服务器;长安汽车概念;融资融券;汽车电子;汽车热管理;比亚迪概念;机器人概念;新能源汽车;小米汽车;储能;传感器;专精特新,12
603319.SH,603319,17,人形机器人;汽车电子;减速器;PEEK材料;特斯拉概念;无人驾驶;比亚迪概念;汽车热管理;机器人概念;液冷服务器;飞行汽车(eVTOL);新能源汽车;长安汽车概念;蚂蚁集团概念;腾讯概念;低空经济;智能物流;一带一路;期货概念;沪股通;融资融券,21
603103.SH,603103,17,短剧游戏;文化传媒概念;IP经济(谷子经济);AI应用;虚拟现实;共同富裕示范区;沪股通;融资融券,8
300594.SZ,300594,33,汽车热管理;液冷服务器;空气能热泵;数据中心;农机;飞行汽车(eVTOL);新能源汽车;比亚迪概念;高铁;低空经济;风电;专精特新;充电桩;换电概念;光伏概念;储能;烟草;芯片概念;回购增持再贷款概念;ST板块,20
920839.BJ,920839,151,风电;融资融券;海工装备;机器人概念;新能源汽车;无人驾驶;减速器;军民融合;军工;人形机器人;中俄贸易概念;专精特新,12
920111.BJ,920111,151,共同富裕示范区;专精特新;融资融券;新能源汽车,4
603878.SH,603878,17,核电;海工装备;光热发电;氢能源;超超临界发电,5
603686.SH,603686,17,智慧城市;人工智能;智慧政务;车联网(车路协同);海峡两岸;机器人概念;物业管理;华为概念;工业互联网;无人驾驶;新能源汽车;垃圾分类;中俄贸易概念;充电桩;PPP概念;固废处理;锂电池概念;动力电池回收;金属回收;生物质能发电;金属镍;氢能源;沪股通;融资融券,24
001301.SZ,001301,33,石墨电极;锂电池概念;宁德时代概念;回购增持再贷款概念;储能;京津冀一体化;专精特新;深股通,8
300129.SZ,300129,33,商业航天;专精特新;高端装备;海工装备;光伏概念;风电;国企改革;绿色电力;新疆振兴;深股通;融资融券,11
002209.SZ,002209,33,新型工业化;工业互联网;机器人概念;粤港澳大湾区;污水处理;2025年报预增;消毒剂,7
300517.SZ,300517,33,装配式建筑;PPP概念;一带一路;5G,4
688781.SH,688781,17,科创次新股;注册制次新股;AI眼镜;智能穿戴;芯片概念;OLED;新股与次新股;融资融券,8
600699.SH,600699,17,EDR概念;共封装光学(CPO);人形机器人;汽车电子;英伟达概念;芯片概念;无人驾驶;特斯拉概念;5G;汽车热管理;固态电池;无线充电;比亚迪概念;新能源汽车;汽车芯片;智能座舱;华为汽车;传感器;小米概念;机器人概念;长安汽车概念;华为概念;车联网(车路协同);高压快充;回购增持再贷款概念;人民币贬值受益;储能;AI智能体;DeepSeek概念;阿里巴巴概念;创投;鸿蒙概念;数字经济;AI应用;充电桩;沪股通;融资融券;碳中和,38
603565.SH,603565,17,航运概念;高股息精选;统一大市场;冷链物流;智能物流;数据要素;融资融券;沪股通,8
603193.SH,603193,17,三胎概念;跨境电商;C2M概念;沪股通;融资融券,5
003007.SZ,003007,33,华为昇腾;云办公;算力租赁;东数西算(算力);华为鲲鹏;云计算;6G概念;智慧政务;5G;数据中心;AI智能体;卫星导航;数据要素;华为概念;AI应用;车联网(车路协同);在线教育;物联网;数字孪生;人工智能;数字经济;DeepSeek概念;商业航天;京津冀一体化,24
300945.SZ,300945,33,黄金概念;共同富裕示范区;元宇宙;NFT概念;IP经济(谷子经济);深股通;融资融券,7
002847.SZ,002847,33,融资融券;深股通,2
300329.SZ,300329,33,托育服务;文化传媒概念;职业教育;在线教育;三胎概念;股权转让(并购重组),6
301550.SZ,301550,33,减速器;人形机器人;专精特新;新能源汽车;机器人概念;人民币贬值受益;工业互联网;数字经济;农机;深股通;融资融券,11
002010.SZ,002010,33,共同富裕示范区;智能物流;一带一路;工业互联网;2025年报预增;蚂蚁集团概念;新能源汽车;DeepSeek概念;人形机器人;无人驾驶;车联网(车路协同);区块链;统一大市场;华为概念;宁德时代概念;充电桩;军工;深股通;融资融券,19
002386.SZ,002386,33,磷化工;钛白粉概念;水泥概念;煤炭概念;固态电池;锂电池概念;氢能源;西部大开发;国企改革;回购增持再贷款概念;绿色电力;宁德时代概念;储能;工业互联网;融资融券;深股通,16
920870.BJ,920870,151,高端装备;风电;融资融券;新型工业化;工业母机;专精特新,6
300588.SZ,300588,33,智慧政务;华为鲲鹏;AI应用;时空大数据;数据安全;信创;数据要素;网络安全;人脸识别;智慧城市;数字经济;人工智能;安防;DeepSeek概念;独角兽概念;东数西算(算力);华为概念;机器视觉;新疆振兴;专精特新;西部大开发;股权转让(并购重组),22
002810.SZ,002810,33,2026一季报预增;锂电池概念;专精特新;人民币贬值受益;融资融券;深股通,6
002492.SZ,002492,33,统一大市场;创投;横琴新区;粤港澳大湾区,4
301216.SZ,301216,33,PEEK材料;人形机器人;3D打印;机器人概念;光伏概念;减速器;回购增持再贷款概念;一带一路;深股通;融资融券,10
920092.BJ,920092,151,AI应用;专精特新;车联网(车路协同);财税数字化;融资融券;算力租赁;碳中和;独角兽概念;物联网;机器视觉;机器人概念;智慧政务;智慧城市;无人驾驶;无人机;新型工业化;数据要素;数据安全;数字孪生;工业互联网;华为鲲鹏;华为盘古;华为概念;信创;人工智能;互联网金融;云计算;DeepSeek概念;东数西算(算力);AIGC概念,30
002738.SZ,002738,33,小金属概念;稀土永磁;金属铜;金属回收;动力电池回收;锂电池概念;2026一季报预增;特斯拉概念;一带一路;融资融券;深股通,11
301071.SZ,301071,33,培育钻石;第三代半导体;芯片概念;海峡两岸;深股通;融资融券,6
688697.SH,688697,17,工业母机;人形机器人;新型工业化;新能源汽车;高端装备;机器人概念;大飞机;低空经济;长三角一体化;融资融券;沪股通,11
002984.SZ,002984,33,人民币贬值受益;飞行汽车(eVTOL);机器人概念;工业互联网;低空经济;新能源汽车;一带一路;大飞机;无人机;融资融券;深股通,11
301571.SZ,301571,33,军工;卫星导航;商业航天;芯片概念;专精特新;深股通;融资融券,7
603885.SH,603885,17,上海自贸区;沪股通;融资融券,3
603633.SH,603633,17,毫米波雷达;无人驾驶;华为概念;机器人概念;智能座舱;汽车电子;消费电子概念;比亚迪概念;新能源汽车;储能;中芯国际概念;宁德时代概念,12
601388.SH,601388,17,金属回收;汽车拆解概念;固废处理;2025年报预增;人民币贬值受益;海峡两岸;融资融券;沪股通,8
003006.SZ,003006,33,三胎概念;西部大开发;深股通,3
600423.SH,600423,22,消毒剂;煤化工概念;国企改革;西部大开发;ST板块;芯片概念,6
603344.SH,603344,17,家用电器;机器人概念;新能源汽车;比亚迪概念;汽车热管理;小米概念;锂电池概念;沪股通;融资融券,9
300686.SZ,300686,33,富士康概念;OLED;柔性屏(折叠屏);消费电子概念;智能穿戴;小米概念;虚拟现实;比亚迪概念;华为概念;新能源汽车;机器人概念;固态电池;石墨烯;回购增持再贷款概念,14
300585.SZ,300585,33,汽车电子;传感器;比亚迪概念;减速器;小米概念;专精特新;新能源汽车;军工;机器人概念;小米汽车;长安汽车概念;钙钛矿电池;锂电池概念,13
300057.SZ,300057,33,PET铜箔;固态电池;锂电池概念;钠离子电池;柔性屏(折叠屏);宁德时代概念;OLED;超级电容;建筑节能;比亚迪概念;光伏概念;小米概念;储能;华为概念;DeepSeek概念;AI智能体;虚拟数字人;深股通;融资融券,19
300948.SZ,300948,33,人工智能;建筑节能;土壤修复;水利;新型城镇化;一带一路;污水处理;碳中和;碳交易;PPP概念;股权转让(并购重组);融资融券,12
688552.SH,688552,17,军工信息化;军民融合;军工;低空经济;央企国企改革;专精特新;国企改革;沪股通;融资融券,9
603979.SH,603979,17,黄金概念;金属铜;同花顺出海50;人民币贬值受益;一带一路;磷化工;沪股通;融资融券,8
600179.SH,600179,17,航运概念;自由贸易港;统一大市场;中俄贸易概念;一带一路;海峡两岸;2025年报预增;宁德时代概念;区块链;沪股通;融资融券,11
688623.SH,688623,17,专精特新;传感器;机器视觉;比亚迪概念;锂电池概念;融资融券,6
603683.SH,603683,17,AI手机;锂电池概念;固态电池;消费电子概念;传感器;柔性屏(折叠屏);宁德时代概念;机器人概念;新能源汽车;石墨烯;创投;沪股通,12
001333.SZ,001333,33,共同富裕示范区;长三角一体化,2
300139.SZ,300139,33,黄金概念;民爆概念;芯片概念;一带一路;2025年报预增;智能电网;绿色电力;人民币贬值受益;深股通;融资融券,10
002647.SZ,002647,33,芯片概念;东数西算(算力);云计算;移动支付;区块链;跨境支付(CIPS);数字货币;互联网金融;摘帽,9
688101.SH,688101,17,盐湖提锂;净水概念;锂电池概念;石墨烯;代糖概念;污水处理;西部大开发;核污染防治;海峡两岸;福建自贸区;沪股通;融资融券,12
600960.SH,600960,17,汽车热管理;长安汽车概念;新能源汽车;新型工业化;工业母机;汽车电子;华为汽车;比亚迪概念;机器人概念;减速器;智能座舱;无人机;中俄贸易概念;DeepSeek概念;氢能源;国企改革;股权转让(并购重组),17
603165.SH,603165,17,污水处理;长三角一体化;高股息精选;参股银行;回购增持再贷款概念;传感器;芯片概念,7
000937.SZ,000937,33,煤炭概念;煤化工概念;国企改革;深股通;融资融券;回购增持再贷款概念;京津冀一体化,7
601069.SH,601069,17,黄金概念;金属铜;小金属概念;2026一季报预增;西部大开发;2025年报预增;国企改革;沪股通;融资融券,9
002692.SZ,002692,33,核电;智能电网;风电;充电桩;新能源汽车;储能;专精特新;光伏概念;数字孪生;芯片概念;国企改革,11
603069.SH,603069,17,网约车;旅游概念;自由贸易港;海南自贸区;跨境电商;国企改革;无人驾驶;回购增持再贷款概念;新能源汽车;充电桩;股权转让(并购重组);沪股通;融资融券,13
002246.SZ,002246,33,军民融合;军工;核电;商业航天;核污染防治;西部大开发;专精特新;国企改革;垃圾分类;深股通;融资融券,11
920576.BJ,920576,151,西部大开发;融资融券;海工装备;核电;国企改革;商业航天;可控核聚变;卫星导航;专精特新,9
920475.BJ,920475,151,金属铜;机器人概念;融资融券;智能物流;无人驾驶;专精特新;AIGC概念,7
920068.BJ,920068,151,无人机;海工装备;3D打印;小金属概念;专精特新;消费电子概念;商业航天;新股与次新股;融资融券,9
600712.SH,600712,17,免税店;职业教育;乡村振兴;西部大开发;国企改革;农村电商;股权转让(并购重组),7
000534.SZ,000534,33,航空发动机;无人机;大飞机;低空经济;军工;创新药;深股通;融资融券,8
603223.SH,603223,17,天然气;航运概念;2025年报预增;沪股通;融资融券,5
688501.SH,688501,17,2025年报预增;储能;碳中和;超超临界发电;氢能源;融资融券,6
603091.SH,603091,17,人民币贬值受益;跨境电商;可降解塑料;乡村振兴;沪股通;融资融券,6
603095.SH,603095,17,高端装备;专精特新;机器视觉;创投;参股银行;华为概念,6
688166.SH,688166,17,重组蛋白;仿制药一致性评价;减肥药;创新药;细胞免疫治疗;流感;合成生物;创投;沪股通;融资融券,10
603181.SH,603181,17,染料;有机硅概念;风电;工业互联网;沪股通;融资融券,6
301518.SZ,301518,33,新能源汽车;专精特新;2025年报预增;碳中和;污水处理;融资融券,6
002442.SZ,002442,33,煤化工概念;京津冀一体化;工业互联网;阿里巴巴概念,4
300657.SZ,300657,33,算力租赁;东数西算(算力);英伟达概念;AI PC;共封装光学(CPO);液冷服务器;云计算;数据中心;智谱AI;抖音概念(字节概念);阿里巴巴概念;PCB概念;AI手机;华为概念;AI眼镜;汽车电子;卫星导航;消费电子概念;元宇宙;柔性屏(折叠屏);虚拟现实;智能穿戴;MiniLED;小米概念;传感器;商业航天;新型烟草(电子烟);无人机;无线耳机;华为手机;DeepSeek概念;军工;机器人概念;小米汽车;新能源汽车;2025年报预增;储能;智能医疗;海峡两岸;宁德时代概念;福建自贸区;深股通;融资融券,43
300205.SZ,300205,33,ST板块;财税数字化;ETC;网络安全;数据安全;区块链;量子科技;跨境支付(CIPS);数字货币;互联网金融;华为鲲鹏;人工智能;华为概念;移动支付;物联网;5G;专精特新,17
600249.SH,600249,17,流感;医药电商;三胎概念;参股银行;西部大开发;参股券商;国企改革;股权转让(并购重组),8
600478.SH,600478,17,动力电池回收;固态电池;锂电池概念;小金属概念;氢能源;储能;燃料电池;两轮车;2025年报预增;共享单车;换电概念;新能源汽车;虚拟电厂;数据中心;军工;航空发动机;商业航天;区块链;军民融合;融资融券;沪股通,21
603153.SH,603153,17,上海国企改革;体育产业;装配式建筑;房屋检测;化债概念(AMC概念);建筑节能;地下管网;新型城镇化;PPP概念;自由贸易港;雄安新区;文化传媒概念;国企改革;水利;数字经济;人工智能;智慧城市;一带一路;DeepSeek概念;数字孪生;碳中和;阿里巴巴概念;无人机;核电;虚拟电厂;数据中心;沪股通,27
002225.SZ,002225,33,小金属概念;燃料电池;中俄贸易概念;氢能源;碳中和;证金持股;俄乌冲突概念;深股通,8
601579.SH,601579,17,白酒概念;共同富裕示范区;沪股通;融资融券,4
603016.SH,603016,17,特高压;国企改革,2
600536.SH,600536,17,电子身份证;华为欧拉;华为鲲鹏;数据安全;智慧政务;信创;网络安全;云计算;国产操作系统;智慧城市;数字经济;人工智能;DeepSeek概念;商业航天;阿里巴巴概念;机器人概念;低空经济;财税数字化;华为概念;京津冀一体化;水利;数据中心;中国AI 50;AI PC;乡村振兴;国企改革;央企国企改革;中字头股票;沪股通;融资融券,30
688381.SH,688381,17,AI手机;汽车芯片;AI眼镜;芯片概念;消费电子概念;汽车电子;智能座舱;5G;共封装光学(CPO);小米概念;传感器;虚拟现实;比亚迪概念;安防;专精特新;数据中心;海峡两岸;人形机器人;人民币贬值受益;小米汽车;机器人概念;回购增持再贷款概念;沪股通;融资融券,24
002613.SZ,002613,33,建筑节能;装配式建筑;高铁;光伏概念;一带一路;钙钛矿电池;高端装备;苹果概念,8
688692.SH,688692,17,AI语料;信创;数据要素;华为概念;智能电网;沪股通;融资融券,7
002988.SZ,002988,33,建筑节能;汽车热管理;华为汽车;智能物流;比亚迪概念;新能源汽车;回购增持再贷款概念;商业航天;光伏概念;储能;深股通,11
000727.SZ,000727,33,电子纸;MicroLED概念;MiniLED;虚拟现实;富士康概念;智能穿戴;汽车电子;消费电子概念;云游戏;华为概念;PCB概念;小米概念;阿里巴巴概念;AIGC概念;腾讯概念;信创;无线耳机;云办公;电子竞技;智慧城市;数字孪生;智能家居;海峡两岸;充电桩;在线教育;数字经济;人民币贬值受益;家用电器;智能医疗;一带一路;中俄贸易概念;跨境电商;央企国企改革;国企改革;深股通,35
000892.SZ,000892,33,短剧游戏;文化传媒概念;AIGC概念;虚拟数字人;IP经济(谷子经济);AI应用;AI智能体;人工智能;西部大开发;深股通,10
300580.SZ,300580,33,人形机器人;机器视觉;工业母机;新型工业化;特斯拉概念;机器人概念;华为汽车;比亚迪概念;新能源汽车;燃料电池;氢能源;深股通,12
600279.SH,600279,17,航运概念;统一大市场;国企改革;西部大开发;一带一路;民爆概念;智能物流;股权转让(并购重组);沪股通,9
000809.SZ,000809,33,绿色电力;光伏建筑一体化;风电;氢能源;储能,5
301498.SZ,301498,33,宠物经济;特色小镇;数字孪生;深股通;融资融券,5
600207.SH,600207,17,光热发电;光伏概念;储能;建筑节能;天然气;富士康概念;医疗器械概念;国企改革;芯片概念;沪股通;融资融券,11
002075.SZ,002075,33,特钢概念;军工;新能源汽车;无人机;2025年报预增;华为概念;深股通;融资融券,8
002091.SZ,002091,33,固态电池;有机硅概念;国企改革;锂电池概念;参股保险;回购增持再贷款概念;宁德时代概念;一带一路;人民币贬值受益;新能源汽车;超级电容;跨境电商;高股息精选;深股通;融资融券,15
002263.SZ,002263,33,石墨烯;共同富裕示范区;国企改革;特高压;比亚迪概念;新能源汽车;军工;柔性直流输电;PET铜箔;光伏概念;深股通;融资融券,12
688558.SH,688558,17,工业母机;人形机器人;专精特新;新型工业化;航空发动机;商业航天;机器人概念;高端装备;融资融券,9
002345.SZ,002345,33,NFT概念;IP经济(谷子经济);2025年报预增;黄金概念;小金属概念;高股息精选;培育钻石;深股通,8
600258.SH,600258,17,旅游概念;国企改革;京津冀一体化;沪股通;人工智能;阿里巴巴概念;融资融券,7
002620.SZ,002620,33,ST板块;建筑节能;装配式建筑;新型城镇化;绿色电力;光伏建筑一体化;ERP概念;光伏概念,8
000889.SZ,000889,33,算力租赁;腾讯概念;抖音概念(字节概念);5G;阿里巴巴概念;华为概念;百度概念;小米概念;互联网金融;摘帽,10
920116.BJ,920116,151,军工;军工信息化;DeepSeek概念;专精特新;数字经济;AIGC概念;人工智能;融资融券;商业航天;数据要素;卫星导航;国企改革,12
688676.SH,688676,17,智能电网;中国AI 50;数据中心;核电;抽水蓄能;光伏概念;海工装备;储能;风电;高端装备;华为概念;新能源汽车;工业互联网;专精特新;机器人概念;百度概念;阿里巴巴概念;雅下水电概念;数字孪生;数据要素;海南自贸区;融资融券;沪股通,23
000829.SZ,000829,33,深圳国企改革;抖音概念(字节概念);拼多多概念;数据确权;Web3.0;独角兽概念;AI手机;苹果概念;百度概念;虚拟现实;腾讯概念;人工智能;华为手机;AI智能体;华为概念;智能穿戴;创投;消费电子概念;鸿蒙概念;新型烟草(电子烟);粤港澳大湾区;一带一路;华为汽车;国企改革;深股通;融资融券,26
002937.SZ,002937,33,液冷服务器;5G;PEEK材料;毫米波雷达;消费电子概念;汽车电子;特斯拉概念;新能源汽车;宁德时代概念;无人驾驶;工业互联网;虚拟现实;人民币贬值受益;一带一路;智能家居;深股通;融资融券,17
000796.SZ,000796,33,免税店;旅游概念;冰雪产业;体育产业;露营经济;养老概念;互联网金融;海南自贸区;跨境支付(CIPS);乡村振兴;海峡两岸;国企改革;回购增持再贷款概念;深股通,14
920663.BJ,920663,151,融资融券;新能源汽车;减速器;专精特新;PEEK材料,5
002310.SZ,002310,33,股权转让(并购重组);生态农业;医疗废物处理;绿色电力;土壤修复;汽车拆解概念;PPP概念;固废处理;风电;储能;污水处理;乡村振兴;雄安新区;京津冀一体化;金属回收;国企改革;新型城镇化;深股通;水利;摘帽,20
600215.SH,600215,17,数字经济;人工智能;装配式建筑;智能物流;新型工业化;机器人概念;物业管理;人民币贬值受益;特斯拉概念;新能源汽车;回购增持再贷款概念,11
002517.SZ,002517,33,电子竞技;手机游戏;网络游戏;NFT概念;AIGC概念;IP经济(谷子经济);AI应用;元宇宙;鸿蒙概念;腾讯概念;区块链;人工智能;虚拟现实;数字经济;华为概念;AI眼镜;深股通;融资融券,18
688191.SH,688191,17,特高压;智能电网;风电;华为昇腾;多模态AI;无人机;水利;华为概念;专精特新;机器视觉;数字孪生;DeepSeek概念;AI智能体;人工智能;鸿蒙概念;沪股通;融资融券,17
001215.SZ,001215,33,三胎概念;预制菜;海峡两岸;回购增持再贷款概念,4
688628.SH,688628,17,芯片概念;核污染防治;光伏概念;人民币贬值受益;PM2.5;AI智能体;DeepSeek概念;融资融券,8
002705.SZ,002705,33,宠物经济;三胎概念;中俄贸易概念;家用电器;人民币贬值受益;智能家居;机器人概念;小米概念;融资融券;深股通,10
300258.SZ,300258,33,减速器;汽车热管理;人形机器人;农机;长安汽车概念;小米汽车;机器人概念;新能源汽车;特斯拉概念;比亚迪概念;小米概念;燃料电池;回购增持再贷款概念;氢能源;深股通;融资融券,16
920748.BJ,920748,151,车联网(车路协同);融资融券;股权转让(并购重组);移动支付;福建自贸区;海峡两岸;机器人概念;智慧城市;国企改革;充电桩;低空经济;人工智能;乡村振兴,13
603629.SH,603629,17,算力租赁;东数西算(算力);液冷服务器;云计算;英伟达概念;腾讯概念;军工;华为概念;芯片概念;消费电子概念;小米概念;OLED;2025年报预增;沪股通,14
301600.SZ,301600,33,小米汽车;比亚迪概念;专精特新;智能座舱;小米概念;长安汽车概念;车联网(车路协同);物联网;宁德时代概念;福建自贸区;深股通;融资融券,12
001312.SZ,001312,33,注册制次新股;一带一路;人民币贬值受益;新股与次新股;融资融券,5
300912.SZ,300912,33,人形机器人;传感器;汽车热管理;比亚迪概念;新能源汽车;机器人概念;工业互联网;中俄贸易概念;碳中和;股权转让(并购重组);融资融券,11
000586.SZ,000586,33,光纤概念;5G;特高压;智能电网;专精特新;西部大开发,6
000573.SZ,000573,33,广东自贸区;物业管理;金属回收;粤港澳大湾区;创投;锂电池概念;动力电池回收;互联网金融;金属铅,9
603092.SH,603092,17,注册制次新股;风电;新疆振兴;独角兽概念;2025年报预增;海工装备;高端装备;融资融券;新股与次新股,9
301028.SZ,301028,33,专精特新;比亚迪概念;海峡两岸;福建自贸区;PCB概念;核电;雅下水电概念;深股通;融资融券,9
688095.SH,688095,17,AIGC概念;AI应用;信创;智慧政务;鸿蒙概念;DeepSeek概念;人工智能;福建自贸区;人民币贬值受益;沪股通;融资融券,11
603052.SH,603052,17,共封装光学(CPO);消费电子概念;传感器;芯片概念;专精特新;新能源汽车;OLED;宁德时代概念;固态电池;锂电池概念;沪股通,11
300767.SZ,300767,33,核电;雄安新区;西部大开发;装配式建筑;深股通;股权转让(并购重组);融资融券,7
603985.SH,603985,17,算力租赁;东数西算(算力);英伟达概念;智谱AI;DeepSeek概念;核电;风电;高端装备;海工装备;国企改革;融资融券;沪股通,12
300132.SZ,300132,33,三胎概念;合成生物;消毒剂;海峡两岸;2025年报预增,5
600754.SH,600754,17,旅游概念;上海国企改革;国企改革;人工智能;沪股通;融资融券,6
002444.SZ,002444,33,露营经济;储能;人民币贬值受益;机器人概念;参股银行;智能家居;跨境电商;智能物流;无人驾驶;军工;芯片概念;深股通;融资融券,13
600428.SH,600428,17,中字头股票;航运概念;高股息精选;自由贸易港;沪股通;国企改革;回购增持再贷款概念;央企国企改革;人民币贬值受益;粤港澳大湾区;比亚迪概念;DeepSeek概念;融资融券,13
600487.SH,600487,17,光纤概念;F5G概念;共封装光学(CPO);太赫兹;6G概念;特高压;柔性直流输电;液冷服务器;5G;数据中心;海工装备;芯片概念;智能电网;量子科技;军工;风电;无人驾驶;华为概念;新能源汽车;长三角一体化;小米汽车;人形机器人;机器人概念;网络安全;一带一路;水利;智慧城市;创投;DeepSeek概念;沪股通;融资融券,31
600746.SH,600746,17,煤化工概念;国企改革;固废处理;沪股通,4
300932.SZ,300932,33,智能电网;充电桩;光伏概念;储能;数据中心;比亚迪概念;新能源汽车;东数西算(算力);无人机;低空经济;数字孪生;融资融券,12
002597.SZ,002597,33,代糖概念;合成生物;煤化工概念;生物质能发电;锂电池概念;固态电池;光伏概念;深股通;融资融券,9
