股票代码,所属概念数量,code,market_code,所属概念
300608.SZ,47,300608,33,算力租赁;云办公;华为欧拉;云计算;华为鲲鹏;智慧政务;数据安全;Web3.0;财税数字化;信创;数据确权;虚拟数字人;多模态AI;在线教育;AI智能体;数据要素;AIGC概念;东数西算(算力);区块链;鸿蒙概念;电子身份证;人脸识别;职业教育;数字经济;智慧城市;DeepSeek概念;互联网金融;语音技术;人工智能;数字孪生;车联网(车路协同);智能医疗;物联网;华为概念;数据中心;工业互联网;C2M概念;5G;6G概念;卫星导航;低空经济;AI应用;机器人概念;乡村振兴;消费电子概念;雄安新区;股权转让(并购重组)
600085.SH,9,600085,17,超级品牌;证金持股;医药电商;流感;沪股通;融资融券;国企改革;智能医疗;DeepSeek概念
000975.SZ,9,000975,33,金属铅;黄金概念;金属锌;小金属概念;西部大开发;回购增持再贷款概念;国企改革;深股通;融资融券
300634.SZ,45,300634,33,智谱AI;ChatGPT概念;云办公;华为昇腾;多模态AI;AIGC概念;云计算;华为鲲鹏;虚拟数字人;AI智能体;智慧政务;抖音概念(字节概念);数据安全;信创;阿里巴巴概念;百度概念;腾讯概念;网络安全;数据要素;算力租赁;鸿蒙概念;区块链;元宇宙;东数西算(算力);DeepSeek概念;数字经济;人工智能;智慧城市;智能医疗;车联网(车路协同);虚拟现实;IP经济(谷子经济);6G概念;华为概念;数据中心;5G;低空经济;AI应用;创投;无人驾驶;粤港澳大湾区;机器人概念;飞行汽车(eVTOL);融资融券;深股通
600302.SH,5,600302,17,机器人概念;物联网;人脸识别;西部大开发;国企改革
301557.SZ,7,301557,33,风电;碳纤维;专精特新;海工装备;无人机;军工;融资融券
002815.SZ,31,002815,33,PCB概念;共封装光学(CPO);AI PC;毫米波雷达;先进封装;华为手机;5G;汽车电子;消费电子概念;芯片概念;柔性屏(折叠屏);6G概念;传感器;无人机;无人驾驶;数据中心;比亚迪概念;军工;人形机器人;华为概念;机器人概念;商业航天;特斯拉概念;粤港澳大湾区;东数西算(算力);腾讯概念;一带一路;抖音概念(字节概念);百度概念;阿里巴巴概念;深股通
603061.SH,4,603061,17,芯片概念;2025年报预增;专精特新;沪股通
600080.SH,4,600080,17,流感;创新药;医疗器械概念;西部大开发
688037.SH,10,688037,17,中芯国际概念;光刻胶;存储芯片;先进封装;芯片概念;华为海思概念股;专精特新;国企改革;沪股通;融资融券
301617.SZ,5,301617,33,固态电池;专精特新;金属回收;深股通;融资融券
000888.SZ,12,000888,33,冰雪产业;啤酒概念;旅游概念;体育产业;IP经济(谷子经济);NFT概念;国企改革;西部大开发;智慧政务;低空经济;融资融券;深股通
603667.SH,15,603667,17,减速器;人形机器人;汽车热管理;特斯拉概念;大飞机;机器人概念;新能源汽车;无人机;商业航天;高端装备;军工;风电;特钢概念;沪股通;融资融券
002412.SZ,9,002412,33,幽门螺杆菌概念;流感;仿制药一致性评价;医药电商;肝炎概念;创新药;参股银行;农业种植;融资融券
002253.SZ,27,002253,33,ST板块;智慧政务;云计算;华为鲲鹏;职业教育;网络安全;数据要素;语音技术;信创;华为昇腾;人脸识别;智慧城市;西部大开发;军工信息化;安防;数字孪生;成飞概念;元宇宙;军民融合;人工智能;车联网(车路协同);卫星导航;军工;低空经济;华为概念;虚拟现实;虚拟电厂
000006.SZ,8,000006,33,物业管理;深圳国企改革;新型城镇化;粤港澳大湾区;国企改革;证金持股;深股通;融资融券
002010.SZ,19,002010,33,智能物流;2025年报预增;工业互联网;共同富裕示范区;一带一路;DeepSeek概念;宁德时代概念;华为概念;无人驾驶;新能源汽车;车联网(车路协同);人形机器人;区块链;蚂蚁集团概念;充电桩;军工;统一大市场;深股通;融资融券
920690.BJ,12,920690,151,人形机器人;飞行汽车(eVTOL);汽车热管理;低空经济;汽车电子;专精特新;新能源汽车;芯片概念;特斯拉概念;机器人概念;军工;融资融券
688388.SH,13,688388,17,共封装光学(CPO);PCB概念;PET铜箔;宁德时代概念;固态电池;新能源汽车;锂电池概念;低空经济;储能;飞行汽车(eVTOL);光伏概念;沪股通;融资融券
603058.SH,7,603058,17,第三代半导体;芯片概念;烟草;创投;工业大麻;西部大开发;股权转让(并购重组)
688533.SH,8,688533,17,特斯拉概念;比亚迪概念;新能源汽车;汽车电子;芯片概念;华为概念;沪股通;融资融券
688098.SH,6,688098,17,动物疫苗;创新药;宠物经济;合成生物;回购增持再贷款概念;融资融券
300880.SZ,11,300880,33,电力物联网;智能电网;虚拟电厂;高压快充;充电桩;储能;物联网;鸿蒙概念;传感器;专精特新;融资融券
002262.SZ,10,002262,33,医药电商;仿制药一致性评价;创新药;阿尔茨海默概念;芬太尼;猴痘概念;医疗器械概念;智能医疗;深股通;融资融券
002970.SZ,20,002970,33,EDR概念;星闪概念;汽车电子;毫米波雷达;专精特新;机器视觉;无人驾驶;比亚迪概念;新能源汽车;卫星导航;智能座舱;物联网;车联网(车路协同);垃圾分类;人脸识别;人工智能;多模态AI;鸿蒙概念;云计算;深股通
000566.SZ,15,000566,33,海南自贸区;猴痘概念;肝炎概念;仿制药一致性评价;流感;创新药;民营医院;医疗器械概念;参股银行;创投;国企改革;脑机接口;央企国企改革;深股通;融资融券
688186.SH,20,688186,17,可控核聚变;航空发动机;核电;军工;大飞机;海工装备;特钢概念;高端装备;雅下水电概念;风电;高铁;芯片概念;2025三季报预增;专精特新;储能;2025年报预增;人形机器人;回购增持再贷款概念;沪股通;融资融券
300231.SZ,17,300231,33,算力租赁;云计算;华为昇腾;网络安全;信创;东数西算(算力);阿里巴巴概念;数据要素;抖音概念(字节概念);智慧城市;互联网金融;数据中心;华为概念;人工智能;京津冀一体化;参股银行;深股通
000636.SZ,26,000636,33,超级电容;汽车电子;小金属概念;无人机;商业航天;卫星导航;传感器;AI眼镜;5G;智能穿戴;低空经济;共封装光学(CPO);高压快充;液冷服务器;比亚迪概念;机器人概念;光伏概念;华为概念;粤港澳大湾区;创投;东数西算(算力);国企改革;储能;锂电池概念;深股通;融资融券
300046.SZ,14,300046,33,芯片概念;第三代半导体;专精特新;2025年报预增;充电桩;光伏概念;储能;海工装备;特高压;柔性直流输电;国企改革;股权转让(并购重组);深股通;融资融券
600869.SH,44,600869,17,可控核聚变;超导概念;PET铜箔;铜缆高速连接;光纤概念;海工装备;商业航天;光伏概念;特高压;核电;芯片概念;高端装备;固态电池;柔性直流输电;锂电池概念;军工;军民融合;风电;无人机;雅下水电概念;宁德时代概念;液冷服务器;储能;智能电网;新能源汽车;充电桩;钠离子电池;特斯拉概念;回购增持再贷款概念;低空经济;数据中心;机器人概念;人形机器人;西部大开发;华为概念;东数西算(算力);独角兽概念;智慧城市;参股银行;人工智能;DeepSeek概念;阿里巴巴概念;沪股通;融资融券
603151.SH,4,603151,17,乡村振兴;回购增持再贷款概念;2025年报预增;股权转让(并购重组)
301089.SZ,5,301089,33,猴痘概念;肝炎概念;流感;合成生物;融资融券
920914.BJ,12,920914,151,商业航天;氢能源;小金属概念;回购增持再贷款概念;融资融券;宁德时代概念;卫星导航;军工;专精特新;金属镍;锂电池概念;比亚迪概念
688557.SH,15,688557,17,新型工业化;人形机器人;比亚迪概念;机器视觉;机器人概念;物联网;华为概念;无人驾驶;智能物流;人工智能;宁德时代概念;军工;跨境电商;统一大市场;融资融券
002496.SZ,9,002496,33,ST板块;化肥;生态农业;农村电商;氢能源;医疗废物处理;粮食概念;乡村振兴;天然气
300439.SZ,8,300439,33,幽门螺杆菌概念;猴痘概念;肝炎概念;基因测序;医疗器械概念;智能医疗;共同富裕示范区;DeepSeek概念
920184.BJ,16,920184,151,2025年报预增;人工智能;AI智能体;鸿蒙概念;融资融券;卫星导航;时空大数据;数字乡村;数据要素;空间计算;互联网保险;互联网金融;数据确权;数字经济;乡村振兴;DeepSeek概念
300272.SZ,13,300272,33,细胞免疫治疗;基因测序;辅助生殖;宠物经济;养老概念;净水概念;医美概念;数据要素;独角兽概念;人民币贬值受益;家用电器;机器人概念;冷链物流
603192.SH,3,603192,17,汽车热管理;新能源汽车;专精特新
603049.SH,6,603049,17,注册制次新股;两轮车;新能源汽车;比亚迪概念;新股与次新股;融资融券
002178.SZ,17,002178,33,智慧城市;智慧政务;数据要素;鸿蒙概念;安防;物联网;人工智能;AI智能体;家庭医生;DeepSeek概念;华为概念;智能医疗;数据中心;养老概念;碳中和;医疗器械概念;AI应用
300508.SZ,11,300508,33,新型工业化;工业母机;高端装备;机器视觉;专精特新;人形机器人;机器人概念;工业互联网;物联网;信创;牙科医疗
301330.SZ,30,301330,33,脑机接口;多模态AI;鸿蒙概念;AIGC概念;空间计算;信创;数据安全;AI智能体;电子身份证;人脸识别;车联网(车路协同);智能医疗;人工智能;无人零售;安防;DeepSeek概念;机器视觉;数字经济;物联网;华为概念;养老概念;机器人概念;芯片概念;辅助生殖;粤港澳大湾区;跨境电商;人民币贬值受益;充电桩;深股通;融资融券
300121.SZ,8,300121,33,有机硅概念;先进封装;第三代半导体;芯片概念;回购增持再贷款概念;硅能源;数字经济;深股通
300383.SZ,19,300383,33,算力租赁;MLOps概念;华为昇腾;云计算;东数西算(算力);抖音概念(字节概念);华为鲲鹏;AIGC概念;百度概念;区块链;数据中心;液冷服务器;DeepSeek概念;数字经济;华为概念;工业互联网;京津冀一体化;深股通;融资融券
603409.SH,5,603409,17,华为汽车;专精特新;新能源汽车;比亚迪概念;融资融券
688578.SH,4,688578,17,创新药;2025年报预增;沪股通;融资融券
300637.SZ,1,300637,33,PCB概念
600378.SH,26,600378,17,国产航母;磷化工;PVDF概念;氟化工概念;大飞机;央企国企改革;锂电池概念;军工;氢能源;燃料电池;固态电池;中芯国际概念;西部大开发;新能源汽车;芯片概念;PCB概念;国企改革;钠离子电池;碳中和;液冷服务器;碳交易;俄乌冲突概念;页岩气;股权转让(并购重组);沪股通;融资融券
603966.SH,9,603966,17,换电概念;长三角一体化;专精特新;新型工业化;水利;核电;机器人概念;一带一路;股权转让(并购重组)
301061.SZ,7,301061,33,同花顺出海50;养老概念;智能家居;人民币贬值受益;一带一路;深股通;融资融券
688028.SH,9,688028,17,培育钻石;工业母机;核电;OLED;芯片概念;新能源汽车;人形机器人;沪股通;融资融券
601126.SH,24,601126,17,柔性直流输电;特高压;抽水蓄能;智能电网;电力物联网;虚拟电厂;核电;风电;数据中心;光伏概念;储能;雅下水电概念;氢能源;军工;绿色电力;东数西算(算力);机器人概念;数字孪生;阿里巴巴概念;人工智能;京津冀一体化;DeepSeek概念;融资融券;沪股通
688278.SH,6,688278,17,创新药;肝炎概念;绿色电力;福建自贸区;沪股通;融资融券
301687.SZ,15,301687,33,注册制次新股;POE胶膜;PCB概念;比亚迪概念;新能源汽车;锂电池概念;光伏概念;消费电子概念;苹果概念;长三角一体化;专精特新;海峡两岸;深股通;新股与次新股;融资融券
688161.SH,4,688161,17,医疗器械概念;3D打印;沪股通;融资融券
002664.SZ,14,002664,33,人形机器人;华为汽车;特斯拉概念;新能源汽车;比亚迪概念;汽车电子;机器人概念;小米概念;无人机;低空经济;华为概念;2025年报预增;深股通;融资融券
002965.SZ,30,002965,33,汽车热管理;人形机器人;华为汽车;新型工业化;小米汽车;飞行汽车(eVTOL);特斯拉概念;一体化压铸;新能源汽车;比亚迪概念;机器人概念;智能座舱;小米概念;机器视觉;无人驾驶;低空经济;5G;液冷服务器;充电桩;宁德时代概念;华为概念;粤港澳大湾区;储能;光伏概念;数据中心;创投;华为数字能源;信创;融资融券;深股通
003002.SZ,8,003002,33,民爆概念;雅下水电概念;芯片概念;机器人概念;一带一路;军工;军民融合;深股通
301590.SZ,11,301590,33,高压快充;小米概念;新能源汽车;注册制次新股;换电概念;充电桩;储能;粤港澳大湾区;深股通;新股与次新股;融资融券
688510.SH,9,688510,17,航空发动机;大飞机;无人机;专精特新;人民币贬值受益;医疗器械概念;绿色电力;沪股通;融资融券
300463.SZ,11,300463,33,猴痘概念;流感;肝炎概念;幽门螺杆菌概念;基因测序;智能医疗;西部大开发;机器人概念;深股通;人形机器人;融资融券
688605.SH,9,688605,17,中芯国际概念;光刻机;芯片概念;专精特新;光伏概念;商业航天;医疗器械概念;沪股通;融资融券
300318.SZ,8,300318,33,猴痘概念;流感;生物疫苗;肝炎概念;医疗器械概念;三胎概念;京津冀一体化;深股通
300507.SZ,12,300507,33,传感器;比亚迪概念;飞行汽车(eVTOL);华为汽车;新能源汽车;芯片概念;低空经济;汽车热管理;高压快充;股权转让(并购重组);深股通;融资融券
600352.SH,6,600352,17,染料;创投;人工智能;参股银行;沪股通;融资融券
000960.SZ,8,000960,33,金属铅;金属锌;金属铜;小金属概念;西部大开发;国企改革;深股通;融资融券
300473.SZ,15,300473,33,汽车电子;传感器;比亚迪概念;新能源汽车;长安汽车概念;汽车热管理;人民币贬值受益;华为汽车;华为概念;燃料电池;2025年报预增;锂电池概念;氢能源;固态电池;股权转让(并购重组)
688259.SH,9,688259,17,芯片概念;星闪概念;人形机器人;WiFi 6;机器人概念;阿里巴巴概念;电力物联网;智能电网;融资融券
002261.SZ,31,002261,33,华为欧拉;华为昇腾;算力租赁;华为鲲鹏;云计算;华为盘古;国产操作系统;智慧政务;信创;蚂蚁集团概念;东数西算(算力);鸿蒙概念;移动支付;阿里巴巴概念;在线教育;虚拟数字人;DeepSeek概念;智慧城市;车联网(车路协同);人工智能;托育服务;物联网;智能医疗;华为概念;手机游戏;工业互联网;机器人概念;三胎概念;AI应用;深股通;融资融券
300654.SZ,10,300654,33,AIGC概念;AI语料;ChatGPT概念;AI智能体;在线教育;文化传媒概念;职业教育;人工智能;三胎概念;AI应用
603668.SH,9,603668,17,养鸡;预制菜;C2M概念;回购增持再贷款概念;乡村振兴;福建自贸区;海峡两岸;沪股通;融资融券
000705.SZ,16,000705,33,医药电商;三胎概念;流感;仿制药一致性评价;幽门螺杆菌概念;肝炎概念;合成生物;民营医院;创新药;阿尔茨海默概念;冷链物流;医疗器械概念;参股银行;共同富裕示范区;国企改革;数字经济
