code,market_code,股票代码,所属概念,所属概念数量
600522,17,600522.SH,超导概念;铜缆高速连接;光纤概念;超级电容;特高压;柔性直流输电;共封装光学(CPO);钙钛矿电池;光伏概念;液冷服务器;可控核聚变;风电;智能电网;锂电池概念;储能;固态电池;海工装备;氢能源;汽车电子;新能源汽车;5G;绿色电力;数据中心;一带一路;6G概念;机器人概念;工业互联网;商业航天;碳中和;东数西算(算力);低空经济;华为概念;量子科技;沪股通;融资融券;阿里巴巴概念;DeepSeek概念;证金持股;数字经济;数据要素,40
688521,17,688521.SH,汽车芯片;国家大基金持股;智能音箱;东数西算(算力);先进封装;AI眼镜;MCU芯片;腾讯概念;阿里巴巴概念;芯片概念;虚拟现实;人工智能;数字货币;物联网;无人驾驶;上海自贸区;沪股通;融资融券,18
002857,33,002857.SZ,储能;机器人概念;虚拟电厂;电力物联网;智能电网;养老概念;智能医疗,7
300606,33,300606.SZ,存储芯片;富士康概念;第三代半导体;工业母机;芯片概念;消费电子概念;柔性屏(折叠屏);比亚迪概念;新型工业化;专精特新;3D打印;高端装备;机器人概念;大飞机,14
920047,151,920047.BJ,重组蛋白;创新药;眼科医疗;融资融券,4
600590,17,600590.SH,国产航母;军民融合;太赫兹;卫星导航;军工;军工信息化;无人机;低空经济;碳纤维;6G概念;光伏概念;机器人概念;华为概念;数据中心;虚拟现实;燃料电池;腾讯概念;氢能源;创投;储能;AI智能体;区块链;智能电网;一带一路;电力物联网;IP经济(谷子经济);智能医疗;沪股通;融资融券,29
300620,33,300620.SZ,共封装光学(CPO);光纤概念;5G;芯片概念;数据中心;量子科技;3D打印;商业航天;卫星导航;2025年报预增;2025三季报预增;无人驾驶;海工装备;粤港澳大湾区;横琴新区;一带一路;国企改革;股权转让(并购重组);深股通;融资融券,20
603409,17,603409.SH,注册制次新股;新能源汽车;专精特新;华为汽车;比亚迪概念;新股与次新股;融资融券,7
920403,151,920403.BJ,转基因;融资融券;农业种植;玉米;粮食概念;人工智能;乡村振兴,7
600618,17,600618.SH,环氧丙烷;氟化工概念;消毒剂;国企改革;上海国企改革;沪股通;融资融券,7
688059,17,688059.SH,2025年报预增;工业母机;专精特新;机器人概念;沪股通;融资融券,6
002161,33,002161.SZ,信创;智慧城市;AI智能体;ETC;电子身份证;虚拟数字人;人工智能;IP经济(谷子经济);无人零售;食品安全;车联网(车路协同);物联网;创投;粤港澳大湾区;一带一路;烟草;无人机;宠物经济;机器人概念;芯片概念;融资融券;深股通,22
002806,33,002806.SZ,燃料电池;新疆振兴;储能;汽车热管理;新能源汽车;高压快充;固态电池;无人驾驶;车联网(车路协同);百度概念;股权转让(并购重组),11
603033,17,603033.SH,可降解塑料;高铁;沪股通;融资融券,4
002062,33,002062.SZ,人形机器人;储能;雅下水电概念;光伏概念;水利;新型城镇化;地下管网;回购增持再贷款概念;PPP概念;绿色电力;深股通;融资融券,12
600610,17,600610.SH,国企改革;西部大开发;沪股通;中字头股票;融资融券,5
603256,17,603256.SH,PCB概念;华为手机;苹果概念;2025年报预增;消费电子概念;5G;芯片概念;海峡两岸;专精特新;华为概念;沪股通,11
002536,33,002536.SZ,液冷服务器;汽车热管理;芯片概念;汽车电子;特斯拉概念;小米汽车;新能源汽车;数据中心;长安汽车概念;机器人概念;燃料电池;储能;人民币贬值受益;华为概念;充电桩;海峡两岸;无人机;低空经济;一带一路;深股通;融资融券,21
003041,33,003041.SZ,共同富裕示范区;2025年报预增;一带一路;人民币贬值受益;股权转让(并购重组),5
600156,17,600156.SH,旅游概念;柔性屏(折叠屏);消费电子概念;跨境电商;人民币贬值受益;液冷服务器;5G;国企改革;数据中心;东数西算(算力);养老概念;算力租赁;医疗器械概念;股权转让(并购重组),14
688205,17,688205.SH,共封装光学(CPO);F5G概念;5G;芯片概念;数据中心;东数西算(算力);专精特新;沪股通;融资融券,9
300308,33,300308.SZ,共封装光学(CPO);F5G概念;中国AI 50;液冷服务器;5G;汽车电子;芯片概念;深股通;数据中心;同花顺新质50;无人驾驶;人民币贬值受益;创投;融资融券,14
688449,17,688449.SH,存储芯片;汽车芯片;芯片概念;沪股通;融资融券,5
603009,17,603009.SH,人形机器人;汽车热管理;特斯拉概念;新能源汽车;比亚迪概念;2025年报预增;融资融券;沪股通,8
000700,33,000700.SZ,人形机器人;华为汽车;特斯拉概念;小米汽车;比亚迪概念;小米概念;机器人概念;新能源汽车;参股银行;智能医疗;民营医院;融资融券;深股通,13
002026,33,002026.SZ,工业母机;新型工业化;家用电器;高端装备;机器人概念;小米概念;新能源汽车;换电概念;大飞机;智能物流;充电桩;储能;军工;一带一路;创投;锂电池概念;固态电池;深股通;股权转让(并购重组);融资融券,20
603316,17,603316.SH,特色小镇;房屋检测;存储芯片;地下管网;新型城镇化;PPP概念;共同富裕示范区;污水处理;水利;碳中和;数据中心;芯片概念,12
300163,33,300163.SZ,建筑节能;人民币贬值受益;专精特新;摘帽,4
600403,17,600403.SH,煤炭概念;国企改革;沪股通;融资融券,4
688691,17,688691.SH,存储芯片;汽车芯片;MCU芯片;芯片概念;5G;中芯国际概念;小米概念;卫星导航;专精特新;上海自贸区;沪股通;融资融券,12
600871,17,600871.SH,可燃冰;页岩气;俄乌冲突概念;天然气;雄安新区;国企改革;一带一路;碳中和;央企国企改革;海工装备;氢能源;融资融券;沪股通,13
000973,33,000973.SZ,固态电池;锂电池概念;宁德时代概念;比亚迪概念;航运概念;特高压;国企改革;粤港澳大湾区;OLED;证金持股;融资融券;AI眼镜;深股通;股权转让(并购重组),14
688535,17,688535.SH,存储芯片;先进封装;汽车芯片;芯片概念;汽车电子;专精特新;光伏概念;华为概念;回购增持再贷款概念;股权转让(并购重组);沪股通;融资融券,12
300985,33,300985.SZ,天然气;氢能源;燃料电池;石墨烯;回购增持再贷款概念;新能源汽车;锂电池概念;融资融券,8
603325,17,603325.SH,新型工业化;专精特新;沪股通;融资融券,4
601388,17,601388.SH,金属回收;汽车拆解概念;固废处理;海峡两岸;2025年报预增;人民币贬值受益;融资融券;沪股通,8
300938,33,300938.SZ,汽车拆解概念;军民融合;低空经济;军工;AI眼镜;小米概念;华为汽车;比亚迪概念;特斯拉概念;华为概念;机器人概念;DeepSeek概念;食品安全;深股通;融资融券,15
600226,17,600226.SH,创投;腾讯概念;PET铜箔;PCB概念;比亚迪概念;锂电池概念;合成生物;动物疫苗;沪股通,9
603173,17,603173.SH,核电;氢能源;海工装备;共同富裕示范区;一带一路;长三角一体化;专精特新;天然气;芯片概念;2025年报预增;沪股通,11
002048,33,002048.SZ,PEEK材料;人形机器人;华为汽车;特斯拉概念;小米汽车;汽车电子;新能源汽车;比亚迪概念;小米概念;长安汽车概念;智能座舱;机器人概念;宁德时代概念;回购增持再贷款概念;一带一路;深股通;融资融券,17
688261,17,688261.SH,5G;芯片概念;液冷服务器;东数西算(算力);第三代半导体;人形机器人;数据中心;专精特新;机器人概念;比亚迪概念;新能源汽车;高压快充;光伏概念;充电桩;储能;沪股通;融资融券,17
300903,33,300903.SZ,存储芯片;先进封装;MiniLED;共封装光学(CPO);PCB概念;消费电子概念;汽车电子;毫米波雷达;芯片概念;血氧仪;小米概念;5G;专精特新;比亚迪概念;新能源汽车;无人机;机器人概念;充电桩;军工;锂电池概念;储能;数据中心;粤港澳大湾区;低空经济;钠离子电池;工业互联网;深股通;融资融券,28
000998,33,000998.SZ,玉米;转基因;粮食概念;农业种植;俄乌冲突概念;生态农业;国企改革;乡村振兴;基因测序;鸿蒙概念;深股通;融资融券,12
002983,33,002983.SZ,MicroLED概念;AI眼镜;MiniLED;汽车电子;消费电子概念;汽车芯片;小米概念;专精特新;智能家居;华为概念,10
000586,33,000586.SZ,智能电网;5G;专精特新;西部大开发;光纤概念;特高压,6
001319,33,001319.SZ,汽车热管理;人形机器人;华为汽车;特斯拉概念;一体化压铸;新能源汽车;比亚迪概念;机器人概念;飞行汽车(eVTOL);储能;粤港澳大湾区;中俄贸易概念;低空经济;一带一路,14
603931,17,603931.SH,光刻胶;OLED;芯片概念;沪股通,4
002923,33,002923.SZ,仿制药一致性评价;肝炎概念;创新药;流感;猴痘概念;医药电商;医疗器械概念;幽门螺杆菌概念;合成生物;青蒿素,10
600452,17,600452.SH,央企国企改革;西部大开发;国企改革;水泥概念;沪股通;融资融券,6
301611,33,301611.SZ,存储芯片;光刻机;OLED;第三代半导体;芯片概念;专精特新;锂电池概念;燃料电池;医疗器械概念;深股通;融资融券,11
600768,17,600768.SH,共同富裕示范区;2025年报预增;股权转让(并购重组),3
002664,33,002664.SZ,人形机器人;华为汽车;特斯拉概念;汽车电子;比亚迪概念;新能源汽车;小米概念;机器人概念;无人机;低空经济;华为概念;宁德时代概念;深股通;2025年报预增;融资融券,15
300255,33,300255.SZ,减肥药;创新药;医美概念;雄安新区;深股通;融资融券,6
920855,151,920855.BJ,专精特新;融资融券;人民币贬值受益,3
600792,17,600792.SH,煤炭概念;煤化工概念;国企改革;西部大开发,4
002768,33,002768.SZ,PEEK材料;碳纤维;富士康概念;人形机器人;华为汽车;小米概念;丙烯酸;新能源汽车;比亚迪概念;机器人概念;充电桩;可降解塑料;华为概念;储能;锂电池概念;人造肉;足球概念;风电;体育产业;环氧丙烷;医美概念;融资融券;深股通,23
688663,17,688663.SH,华为数字能源;光伏概念;储能;光热发电;核电;风电;可控核聚变;数据中心;稀土永磁;国企改革;阿里巴巴概念;融资融券;股权转让(并购重组),13
688143,17,688143.SH,光纤概念;共封装光学(CPO);军工;海工装备;汽车热管理;芯片概念;专精特新;DeepSeek概念;沪股通;融资融券,10
300548,33,300548.SZ,共封装光学(CPO);F5G概念;铜缆高速连接;光纤概念;芯片概念;5G;数据中心;华为概念;专精特新;机器人概念;2025年报预增;抖音概念(字节概念);长三角一体化;融资融券;深股通,15
000070,33,000070.SZ,F5G概念;深圳国企改革;光纤概念;国资云;算力租赁;抖音概念(字节概念);信创;百度概念;阿里巴巴概念;6G概念;东数西算(算力);腾讯概念;共封装光学(CPO);5G;军工信息化;卫星导航;智慧灯杆;智慧城市;人工智能;华为概念;数据中心;成飞概念;无人机;低空经济;军工;粤港澳大湾区;大飞机;创投;物业管理;传感器;一带一路;高铁;国企改革;智能电网;特高压;光伏概念;绿色电力;深股通;摘帽,39
301189,33,301189.SZ,人脸识别;跨境电商;宠物经济;人工智能;车联网(车路协同);人民币贬值受益;腾讯概念;虚拟数字人;机器人概念;智能家居;物联网;专精特新;智能音箱;汽车电子;鸿蒙概念;消费电子概念;星闪概念;无线耳机;英伟达概念;融资融券,20
002905,33,002905.SZ,文化传媒概念;职业教育;虚拟现实,3
688359,17,688359.SH,PET铜箔;PCB概念;HJT电池;光伏概念;TOPCON电池;沪股通;融资融券,7
300014,33,300014.SZ,钠离子电池;固态电池;锂电池概念;盐湖提锂;两轮车;储能;新型烟草(电子烟);燃料电池;智能电网;新能源汽车;氢能源;飞行汽车(eVTOL);无线耳机;同花顺漂亮100;人形机器人;长安汽车概念;小米概念;机器人概念;脑机接口;华为概念;粤港澳大湾区;低空经济;无人机;安防;商业航天;深股通;融资融券,27
600107,22,600107.SH,ST板块;医药电商;天然气;储能,4
603285,17,603285.SH,锂电池概念;融资融券,2
002713,33,002713.SZ,AIGC概念;元宇宙;ST板块;人工智能;数字经济;互联网金融;算力租赁;东数西算(算力);装配式建筑;智能物流;数据中心;智能家居;小米概念;AI应用,14
603363,17,603363.SH,猪肉;预制菜;冷链物流;海峡两岸;沪股通;摘帽,6
300042,33,300042.SZ,存储芯片;汽车芯片;芯片概念;AI眼镜;消费电子概念;智能穿戴;人民币贬值受益;粤港澳大湾区;东数西算(算力);时空大数据;算力租赁;智慧城市;华为昇腾;国企改革;跨境电商;华为鲲鹏;DeepSeek概念;虚拟数字人;知识产权保护;深股通;融资融券,21
600421,22,600421.SH,股权转让(并购重组);ST板块;风电;智慧城市;传感器;数据要素,6
603813,22,603813.SH,数字经济;冷链物流;ST板块;统一大市场;智能物流;粤港澳大湾区;氢能源;燃料电池,8
300602,33,300602.SZ,液冷服务器;富士康概念;AI PC;华为手机;苹果概念;华为海思概念股;5G;宁德时代概念;AI眼镜;特斯拉概念;2025三季报预增;数据中心;MR(混合现实);小米概念;比亚迪概念;人形机器人;汽车热管理;锂电池概念;新能源汽车;石墨烯;无人机;2025年报预增;华为汽车;储能;华为概念;机器人概念;光伏概念;虚拟现实;无人驾驶;一体化压铸;长安汽车概念;充电桩;工业互联网;粤港澳大湾区;家用电器;一带一路;智能物流;物业管理;融资融券;深股通,40
001270,33,001270.SZ,商业航天;卫星导航;6G概念;军工信息化;军民融合;军工;第三代半导体;芯片概念;5G;专精特新;共同富裕示范区;ST板块,12
000004,33,000004.SZ,ST板块;手机游戏;粤港澳大湾区;互联网金融;人脸识别;人工智能;工业互联网;电力物联网;抖音概念(字节概念);物联网;鸿蒙概念;云计算;网络安全;车联网(车路协同);储能;数据安全;信创;华为概念;东数西算(算力);5G,20
600193,22,600193.SH,ST板块;数字经济;东数西算(算力);股权转让(并购重组),4
600599,22,600599.SH,ST板块;互联网金融;人民币贬值受益,3
688698,17,688698.SH,人形机器人;机器人概念;机器视觉;新能源汽车;高端装备;专精特新;AI智能体;人工智能;海工装备;智能物流;储能;光伏概念;氢能源;医疗器械概念;融资融券;沪股通,16
600608,22,600608.SH,ST板块;国企改革,2
301276,33,301276.SZ,体育产业;IP经济(谷子经济);三胎概念;融资融券,4
300614,33,300614.SZ,生物质能发电;垃圾分类;碳交易;固废处理;绿色电力;碳中和;光热发电;一带一路;储能;HJT电池;融资融券,11
002290,33,002290.SZ,2025年报预增;云游戏;文化传媒概念;信创;智能医疗;人工智能;DeepSeek概念;东数西算(算力);智能物流;家用电器;芯片概念;2025三季报预增;深股通,13
002222,33,002222.SZ,光纤概念;华为概念;虚拟现实;福建自贸区;海峡两岸;无人驾驶;国企改革;深股通;融资融券,9
002531,33,002531.SZ,氢能源;风电;海工装备;绿色电力;深股通;融资融券,6
300626,33,300626.SZ,家用电器;机器人概念;特斯拉概念;国企改革;新能源汽车;军工;医药电商,7
002586,33,002586.SZ,国企改革;雄安新区;ST板块;PPP概念;海工装备;高端装备;水利;文化传媒概念,8
301025,33,301025.SZ,文化传媒概念;知识产权保护;IP经济(谷子经济);抖音概念(字节概念);华为概念;融资融券,6
600510,17,600510.SH,超级电容;OLED;一带一路;装配式建筑;新型城镇化;PPP概念;体育产业;参股银行;创投;国企改革;证金持股;沪股通;融资融券,13
300044,33,300044.SZ,时空大数据;数据要素;抖音概念(字节概念);手机游戏;网络游戏;人脸识别;人工智能;智慧城市;车联网(车路协同);军民融合;安防;机器视觉;军工;低空经济;无人机;5G;养老概念;无人驾驶;数据中心;粤港澳大湾区;机器人概念;新型工业化;PPP概念;乡村振兴;ST板块,25
600131,17,600131.SH,电力物联网;智能电网;虚拟电厂;充电桩;数字孪生;储能;华为概念;碳交易;量子科技;雅下水电概念;央企国企改革;人工智能;数据中心;鸿蒙概念;西部大开发;云计算;东数西算(算力);AI智能体;国产操作系统;5G;国企改革;算力租赁;国资云;沪股通;融资融券,25
300819,33,300819.SZ,机器人概念;人民币贬值受益;氢能源;体育产业;固态电池,5
000031,33,000031.SZ,物业管理;新型城镇化;国企改革;证金持股;央企国企改革;粤港澳大湾区;深股通;融资融券,8
002021,33,002021.SZ,一带一路;智能物流;高端装备;机器人概念;物联网;股权转让(并购重组),6
002812,33,002812.SZ,固态电池;宁德时代概念;锂电池概念;比亚迪概念;储能;新能源汽车;同花顺漂亮100;烟草;消费电子概念;专精特新;西部大开发;人工智能;深股通;融资融券,14
