所属概念数量,code,股票代码,所属概念,market_code
7,603788,603788.SH,小米汽车;小米概念;医疗器械概念;新能源汽车;特斯拉概念;比亚迪概念;高股息精选,17
4,920002,920002.BJ,融资融券;机器人概念;人形机器人;专精特新,151
5,002695,002695.SZ,预制菜;冷链物流;宠物经济;深股通;融资融券,33
6,603048,603048.SH,共同富裕示范区;数字孪生;长安汽车概念;专精特新;新能源汽车;比亚迪概念,17
13,300027,300027.SZ,特色小镇;短剧游戏;虚拟数字人;数字经济;文化传媒概念;抖音概念(字节概念);IP经济(谷子经济);元宇宙;腾讯概念;阿里巴巴概念;旅游概念;网红经济;ST板块,33
6,000893,000893.SZ,化肥;供销社;一带一路;2026中报预增;融资融券;深股通,33
2,603151,603151.SH,乡村振兴;股权转让(并购重组),17
7,300138,300138.SZ,代糖概念;农业种植;NMN概念;乡村振兴;工业大麻;一带一路;深股通,33
4,300519,300519.SZ,流感;辅助生殖;肝炎概念;互联网金融,33
4,605499,605499.SH,数字经济;粤港澳大湾区;融资融券;沪股通,17
15,600881,600881.SH,物业管理;体育产业;水泥概念;参股银行;禽流感;参股券商;医药电商;生物疫苗;国企改革;创新药;医疗器械概念;煤炭概念;沪股通;融资融券;股权转让(并购重组),17
27,300271,300271.SZ,财税数字化;智慧政务;ChatGPT概念;华为鲲鹏;数据要素;AI应用;DRG/DIP;数据安全;信创;数据确权;AI智能体;在线教育;区块链;智谱AI;互联网金融;蚂蚁集团概念;百度概念;腾讯概念;阿里巴巴概念;抖音概念(字节概念);语音技术;DeepSeek概念;职业教育;人工智能;华为概念;深股通;融资融券,33
5,300965,300965.SZ,卫星导航;无人机;军工;军民融合;融资融券,33
29,002474,002474.SZ,Web3.0;智慧政务;在线教育;云办公;华为鲲鹏;区块链;数据安全;数据要素;鸿蒙概念;AI应用;信创;数字经济;网络安全;智慧城市;人工智能;军工信息化;安防;虚拟现实;物联网;物业管理;福建自贸区;海峡两岸;华为概念;军工;电力物联网;核污染防治;智能电网;融资融券;深股通,33
9,920152,920152.BJ,数据中心(AIDC);钙钛矿电池;储能;专精特新;西部大开发;超级电容;风电;动力电池回收;融资融券,151
10,920522,920522.BJ,超级电容;PET铜箔;宁德时代概念;锂电池概念;融资融券;固态电池;碳纤维;比亚迪概念;钠离子电池;专精特新,151
15,002366,002366.SZ,超超临界发电;风电;核电;海工装备;可控核聚变;国企改革;西部大开发;一带一路;高端装备;军工;机器人概念;航运概念;商业航天;深股通;融资融券,33
4,301105,301105.SZ,中俄贸易概念;粤港澳大湾区;新能源汽车;融资融券,33
3,603877,603877.SH,共同富裕示范区;沪股通;融资融券,17
11,300093,300093.SZ,HJT电池;建筑节能;光伏建筑一体化;钙钛矿电池;西部大开发;算力租赁;光伏概念;深股通;风电;绿色电力;摘帽,33
9,000078,000078.SZ,医药电商;仿制药一致性评价;维生素;流感;创新药;ST板块;冷链物流;医疗器械概念;粤港澳大湾区,33
6,920273,920273.BJ,海峡两岸;乡村振兴;预制菜;专精特新;宠物经济;融资融券,151
11,600180,600180.SH,大豆;煤化工概念;煤炭概念;粮食概念;航运概念;ST板块;统一大市场;一带一路;互联网金融;数据要素;工业互联网,22
12,000155,000155.SZ,磷化工;小金属概念;固废处理;绿色电力;西部大开发;锂电池概念;国企改革;风电;储能;深股通;2026中报预增;融资融券,33
18,301226,301226.SZ,稀土永磁;减速器;商业航天;海峡两岸;机器人概念;汽车热管理;比亚迪概念;人形机器人;新能源汽车;华为概念;光伏概念;充电桩;芯片概念;数据中心(AIDC);风电;储能;冷链物流;融资融券,33
3,920726,920726.BJ,乡村振兴;超级品牌;融资融券,151
4,920718,920718.BJ,新能源汽车;充电桩;融资融券;家用电器,151
6,605255,605255.SH,汽车热管理;新能源汽车;长安汽车概念;燃料电池;沪股通;股权转让(并购重组),17
8,920786,920786.BJ,玉米;乡村振兴;融资融券;农机;乳业;西部大开发;农业种植;三胎概念,151
15,300752,300752.SZ,虚拟现实;MR(混合现实);智能穿戴;AI PC;小米概念;MicroLED概念;AI眼镜;华为概念;量子科技;小米汽车;消费电子概念;汽车电子;比亚迪概念;MiniLED;粤港澳大湾区,33
9,300591,300591.SZ,网红经济;跨境电商;露营经济;三胎概念;人工智能;粤港澳大湾区;军民融合;军工;腾讯概念,33
3,603198,603198.SH,白酒概念;沪股通;融资融券,17
11,300997,300997.SZ,乳业;网红经济;广东自贸区;乡村振兴;参股银行;拼多多概念;创投;粤港澳大湾区;代糖概念;深股通;融资融券,33
6,920023,920023.BJ,ST板块;农业种植;乡村振兴;创投;西部大开发;土地流转,151
8,600382,600382.SH,参股银行;白酒概念;新能源汽车;PPP概念;小金属概念;无人机;沪股通;股权转让(并购重组),17
14,600730,600730.SH,化债概念(AMC概念);物业管理;创投;参股券商;国企改革;芯片概念;职业教育;人工智能;在线教育;AI应用;DeepSeek概念;信创;ST板块;股权转让(并购重组),22
14,688435,688435.SH,华为欧拉;华为鲲鹏;数据安全;信创;云计算;数据要素;阿里巴巴概念;腾讯概念;数字经济;互联网金融;DeepSeek概念;华为概念;专精特新;融资融券,17
38,300364,300364.SZ,AI视频;快手概念;AI语料;短剧游戏;智谱AI;ChatGPT概念;知识产权保护;AIGC概念;抖音概念(字节概念);多模态AI;虚拟数字人;NFT概念;Web3.0;百度概念;文化传媒概念;数据确权;腾讯概念;AI应用;阿里巴巴概念;AI智能体;数据要素;元宇宙;在线教育;区块链;鸿蒙概念;数字乡村;IP经济(谷子经济);DeepSeek概念;数字经济;职业教育;人工智能;京津冀一体化;虚拟现实;华为概念;乡村振兴;同花顺出海50;深股通;融资融券,33
14,300384,300384.SZ,AI应用;AI智能体;数字经济;互联网金融;人工智能;工业互联网;创投;垃圾分类;华为概念;机器人概念;高端装备;可降解塑料;煤化工概念;深股通,33
11,603058,603058.SH,烟草;AIGC概念;AI智能体;创投;IP经济(谷子经济);短剧游戏;西部大开发;工业大麻;芯片概念;第三代半导体;股权转让(并购重组),17
18,000839,000839.SZ,网络安全;智慧政务;AI语料;数据要素;AI智能体;AI应用;虚拟数字人;人工智能;文化传媒概念;DeepSeek概念;互联网金融;创投;京津冀一体化;物业管理;乡村振兴;国企改革;深股通;多模态AI,33
14,600151,600151.SH,军民融合;军工;汽车热管理;比亚迪概念;新能源汽车;光伏概念;上海自贸区;央企国企改革;人民币贬值受益;TOPCON电池;绿色电力;国企改革;融资融券;沪股通,17
7,002798,002798.SZ,智能家居;西部大开发;人工智能;DeepSeek概念;华为概念;绿色电力;股权转让(并购重组),33
6,001222,001222.SZ,宠物经济;IP经济(谷子经济);跨境电商;共同富裕示范区;一带一路;人民币贬值受益,33
24,688066,688066.SH,ST板块;军工信息化;空间计算;时空大数据;智慧城市;数据要素;AI应用;水利;AI智能体;数字孪生;华为昇腾;人工智能;DeepSeek概念;雄安新区;云计算;卫星导航;低空经济;MR(混合现实);商业航天;军工;无人机;华为概念;碳中和;钙钛矿电池,22
8,920651,920651.BJ,智慧城市;地下管网;传感器;核电;融资融券;物联网;专精特新;人工智能,151
34,000676,000676.SZ,NFT概念;Web3.0;小红书概念;快手概念;虚拟数字人;网络游戏;文化传媒概念;财税数字化;互联网金融;区块链;ChatGPT概念;拼多多概念;智慧政务;网红经济;数字经济;元宇宙;独角兽概念;AI智能体;鸿蒙概念;百度概念;数字货币;抖音概念(字节概念);腾讯概念;阿里巴巴概念;人工智能;创投;虚拟现实;华为概念;智能音箱;小米概念;深股通;2026中报预增;融资融券,33
4,603369,603369.SH,白酒概念;国企改革;沪股通;融资融券,17
11,301039,301039.SZ,统一大市场;冷链物流;氢能源;智能物流;人民币贬值受益;高端装备;新能源汽车;无人驾驶;华为概念;融资融券;深股通,33
17,920564,920564.BJ,商业航天;空间计算;智慧城市;西部大开发;融资融券;时空大数据;DeepSeek概念;华为昇腾;旅游概念;人工智能;数据要素;乡村振兴;数字乡村;华为鲲鹏;云计算;多模态AI;数字孪生,151
14,688004,688004.SH,网络安全;数据安全;信创;华为鲲鹏;华为概念;数字孪生;数据要素;人工智能;多模态AI;AIGC概念;在线教育;文化传媒概念;AI应用;融资融券,17
13,002214,002214.SZ,军民融合;无人机;军工;ST板块;机器人概念;商业航天;安防;无人驾驶;卫星导航;传感器;房屋检测;智能电网;芯片概念,33
6,603630,603630.SH,网红经济;医美概念;创投;DeepSeek概念;2026中报预增;沪股通,17
5,000848,000848.SZ,高股息精选;网红经济;京津冀一体化;融资融券;深股通,33
5,001217,001217.SZ,染料;化肥;煤化工概念;航运概念;光伏概念,33
14,605018,605018.SH,人形机器人;比亚迪概念;新能源汽车;长安汽车概念;机器人概念;光伏概念;一体化压铸;工业互联网;长三角一体化;飞行汽车(eVTOL);低空经济;储能;共同富裕示范区;沪股通,17
11,300333,300333.SZ,芯片概念;数字货币;网络安全;信创;数据安全;移动支付;鸿蒙概念;数字经济;数据要素;互联网金融;融资融券,33
10,603458,603458.SH,卫星导航;充电桩;无人驾驶;ETC;换电概念;水利;一带一路;西部大开发;新型城镇化;智慧城市,17
13,603690,603690.SH,中芯国际概念;存储芯片;先进封装;第三代半导体;芯片概念;光纤概念;传感器;专精特新;华为概念;磷化工;合成生物;融资融券;沪股通,17
10,601799,601799.SH,华为汽车;人形机器人;智能座舱;无人驾驶;MicroLED概念;机器人概念;汽车电子;毫米波雷达;沪股通;融资融券,17
31,300887,300887.SZ,军工信息化;脑机接口;军工;食品安全;低空经济;无人机;商业航天;京津冀一体化;海工装备;核污染防治;机器人概念;房屋检测;基因测序;PM2.5;医疗器械概念;土壤修复;新能源汽车;人形机器人;碳中和;5G;三胎概念;储能;特斯拉概念;猴痘概念;辅助生殖;幽门螺杆菌概念;CRO概念;肝炎概念;碳交易;深股通;融资融券,33
5,603737,603737.SH,海峡两岸;DeepSeek概念;商业航天;沪股通;融资融券,17
6,000721,000721.SZ,预制菜;职业教育;国企改革;西部大开发;独角兽概念;深股通,33
28,000681,000681.SZ,快手概念;AI视频;AI语料;智谱AI;数字水印;AIGC概念;抖音概念(字节概念);多模态AI;知识产权保护;腾讯概念;百度概念;NFT概念;阿里巴巴概念;AI应用;数据确权;数据要素;文化传媒概念;AI智能体;鸿蒙概念;区块链;DeepSeek概念;人工智能;虚拟现实;华为概念;小米概念;深股通;2026中报预增;融资融券,33
14,002607,002607.SZ,职业教育;乡村振兴;旅游概念;在线教育;虚拟数字人;AI应用;AIGC概念;DeepSeek概念;人工智能;阿里巴巴概念;百度概念;超级品牌;融资融券;深股通,33
30,300579,300579.SZ,数据确权;财税数字化;数字货币;智慧政务;华为鲲鹏;电子身份证;数据安全;区块链;云计算;互联网金融;DRG/DIP;信创;鸿蒙概念;网络安全;知识产权保护;在线教育;阿里巴巴概念;数字经济;车联网(车路协同);京津冀一体化;东数西算(算力);雄安新区;华为概念;星闪概念;量子科技;国企改革;芯片概念;股权转让(并购重组);融资融券;深股通,33
6,603682,603682.SH,租售同权;物业管理;新型城镇化;IP经济(谷子经济);小红书概念;高股息精选,17
4,600793,600793.SH,西部大开发;国企改革;食品安全;电子纸,17
5,605599,605599.SH,高股息精选;国企改革;IP经济(谷子经济);黄金概念;沪股通,17
22,002161,002161.SZ,电子身份证;ETC;信创;智慧城市;AI智能体;车联网(车路协同);物联网;无人零售;人工智能;虚拟数字人;食品安全;创投;粤港澳大湾区;无人机;烟草;机器人概念;一带一路;IP经济(谷子经济);宠物经济;芯片概念;融资融券;深股通,33
7,002951,002951.SZ,超级电容;风电;蚂蚁集团概念;储能;数字经济;西部大开发;深股通,33
4,600419,600419.SH,乳业;西部大开发;国企改革;新疆振兴,17
9,688160,688160.SH,减速器;人形机器人;新型工业化;机器人概念;工业互联网;物联网;数字经济;沪股通;融资融券,17
10,688585,688585.SH,人形机器人;机器人概念;燃料电池;一带一路;可降解塑料;氢能源;风电;沪股通;股权转让(并购重组);融资融券,17
9,600084,600084.SH,ST板块;农业种植;白酒概念;新疆振兴;乡村振兴;化债概念(AMC概念);国企改革;西部大开发;2026中报预增,22
9,300783,300783.SZ,预制菜;网红经济;IP经济(谷子经济);三胎概念;宠物经济;跨境电商;食品安全;专精特新;深股通,33
17,300341,300341.SZ,人工智能;AI应用;数据要素;电力物联网;机器人概念;智能医疗;AI语料;机器视觉;福建自贸区;医疗器械概念;智能电网;3D打印;海峡两岸;国企改革;特高压;芯片概念;深股通,33
2,603170,603170.SH,预制菜;沪股通,17
11,301609,301609.SZ,虚拟电厂;柔性直流输电;智能电网;特高压;充电桩;水利;储能;核电;专精特新;深股通;融资融券,33
11,600257,600257.SH,民营医院;预制菜;高压氧舱;养老概念;乡村振兴;净水概念;智能医疗;污水处理;创投;白酒概念;融资融券,17
13,688296,688296.SH,数字孪生;数据要素;人工智能;物联网;净水概念;DeepSeek概念;水利;污水处理;华为概念;地下管网;专精特新;数据中心(AIDC);融资融券,17
1,002991,002991.SZ,深股通,33
6,002440,002440.SZ,染料;消毒剂;氟化工概念;深股通;融资融券;2026中报预增,33
4,002674,002674.SZ,华为汽车;PPP概念;固废处理;海峡两岸,33
3,002890,002890.SZ,农机;乡村振兴;专精特新,33
11,301187,301187.SZ,家用电器;跨境电商;养老概念;创投;冰雪产业;一带一路;人民币贬值受益;机器人概念;智能穿戴;深股通;融资融券,33
34,002123,002123.SZ,云办公;ChatGPT概念;智慧政务;云计算;鸿蒙概念;AIGC概念;AI应用;数字货币;数据要素;信创;区块链;百度概念;阿里巴巴概念;腾讯概念;元宇宙;DeepSeek概念;语音技术;人工智能;算力租赁;智能医疗;物联网;养老概念;东数西算(算力);跨境电商;华为概念;数据中心(AIDC);机器人概念;一带一路;三胎概念;无人机;比亚迪概念;5G;深股通;融资融券,33
12,002539,002539.SZ,磷化工;化肥;生态农业;玉米;锂电池概念;农业种植;硅能源;西部大开发;乡村振兴;电子竞技;融资融券;深股通,33
7,920403,920403.BJ,转基因;玉米;乡村振兴;融资融券;粮食概念;人工智能;农业种植,151
4,603790,603790.SH,染料;PEEK材料;换电概念;股权转让(并购重组),17
