股票代码,market_code,code,所属概念数量,所属概念
300450.SZ,33,300450,28,固态电池;钠离子电池;宁德时代概念;锂电池概念;储能;BC电池;钙钛矿电池;光伏概念;PET铜箔;比亚迪概念;HJT电池;特斯拉概念;消费电子概念;TOPCON电池;3D打印;新能源汽车;燃料电池;PCB概念;氢能源;高端装备;OLED;机器视觉;新型工业化;人形机器人;智能物流;同花顺漂亮100;深股通;融资融券
603353.SH,17,603353,9,俄乌冲突概念;存储芯片;华为数字能源;芯片概念;高压快充;充电桩;华为概念;DeepSeek概念;沪股通
000066.SZ,33,000066,37,东数西算(算力);AI PC;中国AI 50;智能电网;数据中心(AIDC);数据安全;网络安全;信创;华为鲲鹏;国产操作系统;百度概念;量子科技;区块链;液冷服务器;卫星导航;5G;智慧城市;华为概念;车联网(车路协同);数字经济;DeepSeek概念;人工智能;芯片概念;商业航天;海工装备;军工;消费电子概念;军民融合;汽车电子;粤港澳大湾区;锂电池概念;央企国企改革;国企改革;钠离子电池;深股通;中字头股票;融资融券
301169.SZ,33,301169,31,苹果概念;华为概念;华为昇腾;阿里巴巴概念;云计算;腾讯概念;信创;数据安全;元宇宙;时空大数据;云办公;AI智能体;数字孪生;智慧政务;人工智能;AIGC概念;鸿蒙概念;智慧城市;数据要素;数据确权;烟草;DeepSeek概念;蚂蚁集团概念;数字经济;数字乡村;财税数字化;互联网金融;一带一路;跨境电商;跨境支付(CIPS);融资融券
000519.SZ,33,000519,16,培育钻石;太赫兹;芯片概念;商业航天;军工;军民融合;无人机;央企国企改革;新能源汽车;国企改革;冷链物流;同花顺中特估100;石墨电极;中字头股票;深股通;融资融券
601108.SH,17,601108,8,期货概念;蚂蚁集团概念;区块链;国企改革;共同富裕示范区;沪股通;2026中报预增;融资融券
301008.SZ,33,301008,9,减速器;人形机器人;专精特新;传感器;机器人概念;家用电器;新能源汽车;智能家居;融资融券
688030.SH,17,688030,13,数据安全;信创;网络安全;AI智能体;量子科技;华为概念;阿里巴巴概念;AI应用;芯片概念;DeepSeek概念;工业互联网;比亚迪概念;融资融券
300903.SZ,33,300903,28,共封装光学(CPO);存储芯片;先进封装;PCB概念;MiniLED;芯片概念;消费电子概念;5G;汽车电子;毫米波雷达;小米概念;数据中心(AIDC);比亚迪概念;专精特新;血氧仪;新能源汽车;锂电池概念;无人机;充电桩;储能;军工;机器人概念;粤港澳大湾区;钠离子电池;低空经济;工业互联网;深股通;融资融券
300190.SZ,33,300190,14,垃圾分类;污水处理;专精特新;天然气;数字孪生;土壤修复;PPP概念;碳中和;固废处理;机器人概念;煤化工概念;液冷服务器;碳交易;生物质能发电
601996.SH,17,601996,7,创投;碳中和;乡村振兴;西部大开发;土地流转;农业种植;融资融券
688598.SH,17,688598,17,第三代半导体;光伏概念;小米概念;比亚迪概念;专精特新;新能源汽车;锂电池概念;人形机器人;固态电池;碳纤维;小米汽车;氢能源;低空经济;飞行汽车(eVTOL);钠离子电池;沪股通;融资融券
000960.SZ,33,000960,9,金属锌;金属铅;金属铜;小金属概念;2026一季报预增;西部大开发;国企改革;深股通;融资融券
603439.SH,17,603439,9,流感;医药电商;三胎概念;阿尔茨海默概念;创新药;西部大开发;专精特新;股权转让(并购重组);沪股通
002527.SZ,33,002527,27,减速器;数字孪生;区块链;新型工业化;阿里巴巴概念;智能物流;长安汽车概念;人形机器人;工业互联网;空气能热泵;机器视觉;工业母机;机器人概念;物联网;高端装备;新能源汽车;燃料电池;比亚迪概念;海工装备;大飞机;数据中心(AIDC);液冷服务器;锂电池概念;深股通;芯片概念;股权转让(并购重组);融资融券
600323.SH,17,600323,15,生物质能发电;天然气;碳交易;国企改革;绿色电力;固废处理;垃圾分类;污水处理;沪股通;融资融券;创投;氢能源;智慧城市;粤港澳大湾区;股权转让(并购重组)
600348.SH,17,600348,12,煤炭概念;超超临界发电;国企改革;氢能源;钠离子电池;风电;储能;碳纤维;TOPCON电池;光伏概念;沪股通;融资融券
002549.SZ,33,002549,12,氟化工概念;光刻机;俄乌冲突概念;芯片概念;氢能源;啤酒概念;专精特新;眼科医疗;碳中和;冷链物流;融资融券;深股通
603333.SH,17,603333,18,氟化工概念;专精特新;水利;高铁;西部大开发;海工装备;核电;一带一路;特高压;军工;光伏概念;新能源汽车;充电桩;储能;锂电池概念;风电;沪股通;股权转让(并购重组)
688052.SH,17,688052,13,汽车芯片;先进封装;MCU芯片;芯片概念;消费电子概念;汽车电子;传感器;物联网;人形机器人;新能源汽车;机器人概念;沪股通;融资融券
600350.SH,17,600350,9,高股息精选;参股券商;PPP概念;参股银行;国企改革;智慧城市;沪股通;融资融券;绿色电力
301628.SZ,33,301628,9,PCB概念;共封装光学(CPO);5G;毫米波雷达;量子科技;专精特新;机器人概念;深股通;融资融券
000586.SZ,33,000586,6,光纤概念;5G;特高压;智能电网;专精特新;西部大开发
301531.SZ,33,301531,6,注册制次新股;专精特新;新能源汽车;深股通;新股与次新股;融资融券
300602.SZ,33,300602,39,华为手机;共封装光学(CPO);华为海思概念股;富士康概念;苹果概念;AI PC;5G;液冷服务器;AI眼镜;小米概念;数据中心(AIDC);MR(混合现实);宁德时代概念;光伏概念;华为概念;比亚迪概念;虚拟现实;无人机;无人驾驶;新能源汽车;特斯拉概念;充电桩;石墨烯;锂电池概念;储能;人形机器人;粤港澳大湾区;机器人概念;工业互联网;汽车热管理;华为汽车;一体化压铸;长安汽车概念;家用电器;智能物流;一带一路;物业管理;融资融券;深股通
688045.SH,17,688045,12,第三代半导体;芯片概念;MCU芯片;消费电子概念;AI眼镜;传感器;专精特新;小米概念;粤港澳大湾区;储能;人形机器人;融资融券
600392.SH,17,600392,8,稀土永磁;小金属概念;苹果概念;西部大开发;国企改革;参股保险;沪股通;融资融券
300572.SZ,33,300572,14,PM2.5;军工;比亚迪概念;新能源汽车;充电桩;机器人概念;粤港澳大湾区;换电概念;一体化压铸;创投;人工智能;新疆振兴;深股通;股权转让(并购重组)
002992.SZ,33,002992,16,小米概念;无人机;比亚迪概念;虚拟现实;新能源汽车;智能穿戴;华为概念;消费电子概念;智能座舱;AI眼镜;固态电池;PET铜箔;锂电池概念;MiniLED;PCB概念;深股通
603936.SH,17,603936,28,先进封装;存储芯片;PCB概念;共封装光学(CPO);第三代半导体;MiniLED;苹果概念;6G概念;消费电子概念;汽车电子;5G;AI PC;液冷服务器;EDR概念;智能穿戴;商业航天;卫星导航;数据中心(AIDC);比亚迪概念;无人驾驶;新能源汽车;华为概念;军工;充电桩;机器人概念;物联网;沪股通;融资融券
600500.SH,17,600500,12,环氧丙烷;代糖概念;中字头股票;动力电池回收;上海自贸区;宁德时代概念;央企国企改革;国企改革;一带一路;光纤概念;沪股通;融资融券
002374.SZ,33,002374,5,污水处理;PPP概念;海峡两岸;白酒概念;融资融券
300001.SZ,33,300001,31,高压快充;智能电网;数据中心(AIDC);虚拟电厂;储能;充电桩;小米概念;新能源汽车;比亚迪概念;风电;小米汽车;MCU芯片;核电;华为概念;长安汽车概念;机器人概念;高铁;绿色电力;工业互联网;光伏建筑一体化;抖音概念(字节概念);百度概念;阿里巴巴概念;腾讯概念;中俄贸易概念;PPP概念;动力电池回收;雄安新区;人工智能;深股通;融资融券
688126.SH,17,688126,8,国家大基金持股;中芯国际概念;存储芯片;芯片概念;人民币贬值受益;股权转让(并购重组);沪股通;融资融券
301563.SZ,33,301563,23,存储芯片;PCB概念;汽车芯片;MCU芯片;芯片概念;汽车电子;传感器;商业航天;2026一季报预增;注册制次新股;专精特新;物联网;机器人概念;工业互联网;AI智能体;数据要素;人工智能;智能物流;DeepSeek概念;2026中报预增;深股通;新股与次新股;融资融券
603036.SH,17,603036,2,天然气;俄乌冲突概念
301041.SZ,33,301041,29,PCB概念;富士康概念;5G;毫米波雷达;数据中心(AIDC);6G概念;专精特新;华为概念;汽车电子;特高压;腾讯概念;粤港澳大湾区;信创;无人机;商业航天;军工;比亚迪概念;百度概念;机器人概念;新型工业化;工业互联网;柔性直流输电;职业教育;创投;中俄贸易概念;智能医疗;虚拟电厂;共封装光学(CPO);融资融券
300376.SZ,33,300376,38,股权转让(并购重组);智慧城市;电力物联网;人工智能;数字乡村;ETC;军民融合;空气能热泵;东数西算(算力);虚拟电厂;华为概念;智能电网;换电概念;军工;数据中心(AIDC);柔性直流输电;新疆振兴;风电;商业航天;粤港澳大湾区;新能源汽车;充电桩;抽水蓄能;比亚迪概念;国企改革;储能;光伏建筑一体化;液冷服务器;绿色电力;特斯拉概念;高压快充;5G;锂电池概念;钠离子电池;芯片概念;第三代半导体;深股通;摘帽
600993.SH,17,600993,9,医药电商;仿制药一致性评价;创新药;眼科医疗;民营医院;基因测序;数字经济;沪股通;融资融券
301548.SZ,33,301548,12,专精特新;芯片概念;海峡两岸;核电;PEEK材料;海工装备;储能;风电;抽水蓄能;生物质能发电;深股通;融资融券
688322.SH,17,688322,32,人形机器人;新型工业化;同花顺新质50;MLOps概念;机器视觉;空间计算;传感器;英伟达概念;智能座舱;数字孪生;机器人概念;无人驾驶;3D打印;新能源汽车;人脸识别;虚拟现实;元宇宙;专精特新;消费电子概念;华为概念;智能物流;移动支付;虚拟数字人;东数西算(算力);阿里巴巴概念;人工智能;在线教育;芯片概念;蚂蚁集团概念;粤港澳大湾区;沪股通;融资融券
300219.SZ,33,300219,25,MicroLED概念;柔性屏(折叠屏);MiniLED;MR(混合现实);汽车电子;消费电子概念;小米概念;虚拟现实;华为汽车;长安汽车概念;比亚迪概念;芯片概念;新能源汽车;小米汽车;车联网(车路协同);华为概念;光刻机;无人机;粤港澳大湾区;互联网金融;文化传媒概念;国企改革;玻璃基板;深股通;融资融券
300890.SZ,33,300890,12,石墨电极;钠离子电池;石墨烯;固态电池;锂电池概念;宁德时代概念;储能;硅能源;比亚迪概念;新能源汽车;特斯拉概念;融资融券
600892.SH,17,600892,9,网络游戏;手机游戏;创投;粤港澳大湾区;文化传媒概念;短剧游戏;抖音概念(字节概念);国企改革;摘帽
000632.SZ,33,000632,10,ST板块;特色小镇;物业管理;国企改革;露营经济;旅游概念;跨境电商;创投;福建自贸区;海峡两岸
600584.SH,17,600584,25,国家大基金持股;存储芯片;先进封装;中芯国际概念;共封装光学(CPO);汽车芯片;同花顺果指数;第三代半导体;芯片概念;苹果概念;汽车电子;毫米波雷达;智能穿戴;无人驾驶;机器人概念;物联网;人民币贬值受益;沪股通;融资融券;人工智能;绿色电力;央企国企改革;国企改革;玻璃基板;股权转让(并购重组)
605100.SH,17,605100,7,数据中心(AIDC);传感器;汽车电子;农机;固态电池;高端装备;沪股通
688610.SH,17,688610,11,PCB概念;MiniLED;芯片概念;AI眼镜;机器视觉;光伏概念;机器人概念;锂电池概念;基因测序;沪股通;融资融券
603948.SH,17,603948,5,中俄贸易概念;共同富裕示范区;光伏概念;芯片概念;高股息精选
603726.SH,17,603726,6,先进封装;家用电器;人形机器人;空气能热泵;机器人概念;创投
600784.SH,17,600784,12,化债概念(AMC概念);创投;参股银行;新能源汽车;国企改革;专精特新;海峡两岸;3D打印;储能;绿色电力;光伏概念;消费电子概念
001696.SZ,33,001696,24,航空发动机;军民融合;农机;两轮车;飞行汽车(eVTOL);乡村振兴;军工;西部大开发;低空经济;无人机;数字经济;商业航天;燃料电池;专精特新;氢能源;机器人概念;工业互联网;锂电池概念;钠离子电池;新能源汽车;比亚迪概念;深股通;融资融券;储能
301235.SZ,33,301235,8,芯片概念;专精特新;人工智能;医疗器械概念;智能医疗;辅助生殖;深股通;融资融券
603222.SH,17,603222,7,幽门螺杆菌概念;创新药;医美概念;细胞免疫治疗;民营医院;医疗器械概念;融资融券
601995.SH,17,601995,8,期货概念;同花顺中特估100;国企改革;2026一季报预增;2026中报预增;中字头股票;融资融券;沪股通
000677.SZ,33,000677,5,ST板块;京津冀一体化;低空经济;军工;航空发动机
603992.SH,17,603992,10,C2M概念;养老概念;福建自贸区;智能家居;人民币贬值受益;人形机器人;机器人概念;2026一季报预增;2026中报预增;沪股通
688167.SH,17,688167,20,光纤概念;共封装光学(CPO);光刻机;存储芯片;先进封装;OLED;MicroLED概念;芯片概念;消费电子概念;可控核聚变;3D打印;MR(混合现实);智能座舱;无人驾驶;机器视觉;虚拟现实;医美概念;西部大开发;沪股通;融资融券
301591.SZ,33,301591,14,PCB概念;PEEK材料;新能源汽车;比亚迪概念;海工装备;军工;风电;医疗器械概念;核电;专精特新;商业航天;氢能源;卫星导航;融资融券
603505.SH,17,603505,9,氟化工概念;民爆概念;锂电池概念;乡村振兴;液冷服务器;数据中心(AIDC);一带一路;融资融券;沪股通
601872.SH,17,601872,14,航运概念;上海自贸区;俄乌冲突概念;海峡两岸;一带一路;央企国企改革;国企改革;高股息精选;天然气;融资融券;2026中报预增;冷链物流;人工智能;沪股通
002258.SZ,33,002258,5,草甘膦;国企改革;西部大开发;深股通;融资融券
600621.SH,17,600621,10,期货概念;参股券商;上海国企改革;互联网金融;物业管理;国企改革;DeepSeek概念;创投;沪股通;融资融券
300919.SZ,33,300919,20,盐湖提锂;钠离子电池;金属钴;动力电池回收;磷化工;固态电池;小金属概念;金属镍;金属回收;2026一季报预增;锂电池概念;宁德时代概念;储能;西部大开发;特斯拉概念;新能源汽车;低空经济;机器人概念;深股通;融资融券
301219.SZ,33,301219,15,金属钴;金属镍;金属铜;小金属概念;金属回收;动力电池回收;固态电池;锂电池概念;宁德时代概念;2026一季报预增;专精特新;人民币贬值受益;一带一路;深股通;融资融券
002546.SZ,33,002546,8,电力物联网;智能电网;虚拟电厂;数据要素;充电桩;物联网;2026中报预增;深股通
603328.SH,17,603328,15,共封装光学(CPO);PCB概念;苹果概念;毫米波雷达;汽车电子;5G;比亚迪概念;光伏概念;华为概念;机器人概念;人民币贬值受益;国企改革;沪股通;证金持股;融资融券
