股票代码,market_code,code,所属概念数量,所属概念
600958.SH,17,600958,4,期货概念;互联网金融;沪股通;融资融券
001324.SZ,33,001324,6,建筑节能;装配式建筑;高铁;储能;机器人概念;融资融券
000791.SZ,33,000791,10,超超临界发电;绿色电力;风电;东数西算(算力);数据中心(AIDC);国企改革;西部大开发;股权转让(并购重组);融资融券;深股通
688218.SH,17,688218,16,专精特新;无线充电;高端装备;新型工业化;宁德时代概念;机器视觉;人形机器人;新能源汽车;低空经济;机器人概念;储能;特斯拉概念;人工智能;创投;DeepSeek概念;融资融券
000751.SZ,33,000751,7,金属锌;金属铅;金属铜;黄金概念;小金属概念;金属回收;深股通
300611.SZ,33,300611,11,长安汽车概念;人形机器人;机器人概念;专精特新;比亚迪概念;新能源汽车;特斯拉概念;军工;航空发动机;深股通;股权转让(并购重组)
603330.SH,17,603330,11,芯片概念;共封装光学(CPO);消费电子概念;汽车电子;光伏概念;POE胶膜;华为概念;比亚迪概念;专精特新;股权转让(并购重组);融资融券
300175.SZ,33,300175,8,土地流转;冷链物流;数字经济;人民币贬值受益;工业大麻;数据中心(AIDC);期货概念;摘帽
002003.SZ,33,002003,4,高股息精选;同花顺出海50;融资融券;深股通
002789.SZ,33,002789,16,横琴新区;ST板块;建筑节能;新型城镇化;装配式建筑;充电桩;粤港澳大湾区;储能;绿色电力;养老概念;智能电网;创投;国企改革;智慧城市;人工智能;互联网金融
301127.SZ,33,301127,18,华为概念;充电桩;东数西算(算力);高端装备;风电;储能;专精特新;污水处理;净水概念;生物质能发电;新型城镇化;氢能源;固废处理;地下管网;PPP概念;绿色电力;深股通;融资融券
301581.SZ,33,301581,6,芯片概念;光伏概念;专精特新;新能源汽车;供销社;融资融券
300457.SZ,33,300457,16,固态电池;锂电池概念;宁德时代概念;新型烟草(电子烟);比亚迪概念;储能;氢能源;人民币贬值受益;粤港澳大湾区;机器视觉;OLED;上海国企改革;国企改革;深股通;高端装备;融资融券
688207.SH,17,688207,32,MLOps概念;空间计算;人脸识别;华为昇腾;多模态AI;信创;智慧政务;机器视觉;元宇宙;AIGC概念;AI智能体;百度概念;数据要素;AI应用;安防;车联网(车路协同);AI PC;智慧城市;虚拟现实;华为概念;机器人概念;人工智能;无人驾驶;高铁;DeepSeek概念;无人机;消费电子概念;互联网金融;智能穿戴;军工;体育产业;融资融券
603966.SH,17,603966,11,长三角一体化;水利;专精特新;机器人概念;新型工业化;一带一路;换电概念;核电;2026一季报预增;沪股通;股权转让(并购重组)
688258.SH,17,688258,13,华为欧拉;华为鲲鹏;云计算;华为海思概念股;信创;AI智能体;AI应用;华为概念;物联网;人工智能;芯片概念;沪股通;融资融券
600155.SH,17,600155,11,期货概念;白酒概念;参股券商;京津冀一体化;雄安新区;数字经济;DeepSeek概念;AI智能体;云计算;沪股通;融资融券
301270.SZ,33,301270,18,数字水印;AI视频;鸿蒙概念;AIGC概念;数据要素;抖音概念(字节概念);云计算;腾讯概念;AI应用;阿里巴巴概念;知识产权保护;DeepSeek概念;人工智能;华为概念;小米概念;华为汽车;IP经济(谷子经济);融资融券
001238.SZ,33,001238,8,宠物经济;跨境电商;露营经济;共同富裕示范区;长三角一体化;碳中和;人民币贬值受益;深股通
600184.SH,17,600184,15,光纤概念;共封装光学(CPO);AI眼镜;国产航母;专精特新;军工;无人机;机器视觉;军民融合;机器人概念;人形机器人;央企国企改革;国企改革;沪股通;融资融券
301565.SZ,33,301565,14,食品安全;固态电池;锂电池概念;宁德时代概念;专精特新;可降解塑料;低空经济;消费电子概念;海峡两岸;无人机;福建自贸区;合成生物;深股通;融资融券
300504.SZ,33,300504,14,F5G概念;WiFi 6;光纤概念;华为海思概念股;5G;AI眼镜;虚拟现实;华为概念;物联网;商业航天;星闪概念;智能家居;鸿蒙概念;西部大开发
300985.SZ,33,300985,7,石墨烯;天然气;氢能源;锂电池概念;燃料电池;新能源汽车;融资融券
300331.SZ,33,300331,21,光刻机;中芯国际概念;OLED;芯片概念;柔性屏(折叠屏);3D打印;电子纸;智能穿戴;专精特新;光伏概念;小米概念;烟草;华为概念;AI PC;虚拟现实;元宇宙;人工智能;IP经济(谷子经济);体育产业;深股通;融资融券
601799.SH,17,601799,10,华为汽车;人形机器人;智能座舱;无人驾驶;MicroLED概念;机器人概念;汽车电子;毫米波雷达;沪股通;融资融券
002487.SZ,33,002487,6,绿色电力;风电;航运概念;海工装备;融资融券;深股通
603378.SH,22,603378,4,ST板块;建筑节能;AI智能体;长三角一体化
000657.SZ,33,000657,22,PCB概念;金属钴;小金属概念;金属铜;2026一季报预增;金属回收;可控核聚变;工业母机;光伏概念;军工;高端装备;海南自贸区;深股通;创投;DeepSeek概念;雅下水电概念;医疗器械概念;国企改革;乡村振兴;股权转让(并购重组);中字头股票;融资融券
300716.SZ,33,300716,13,HJT电池;TOPCON电池;智能音箱;钙钛矿电池;光伏概念;华为汽车;新能源汽车;长安汽车概念;可降解塑料;军民融合;碳中和;储能;ST板块
002156.SZ,33,002156,25,国家大基金持股;存储芯片;先进封装;共封装光学(CPO);汽车芯片;华为海思概念股;第三代半导体;芯片概念;AI PC;汽车电子;消费电子概念;智能穿戴;智能座舱;毫米波雷达;传感器;同花顺新质50;比亚迪概念;特斯拉概念;物联网;海峡两岸;深股通;人民币贬值受益;创投;玻璃基板;融资融券
300377.SZ,33,300377,19,互联网金融;数字货币;华为鲲鹏;Web3.0;区块链;AI应用;华为昇腾;信创;AI智能体;DeepSeek概念;腾讯概念;阿里巴巴概念;人工智能;机器人概念;华为概念;粤港澳大湾区;深股通;股权转让(并购重组);融资融券
300338.SZ,33,300338,10,职业教育;ST板块;在线教育;虚拟数字人;元宇宙;ChatGPT概念;百度概念;储能;虚拟电厂;钠离子电池
002833.SZ,33,002833,10,粤港澳大湾区;专精特新;新型工业化;高端装备;新能源汽车;减速器;高股息精选;机器人概念;DeepSeek概念;深股通
688148.SH,17,688148,11,动力电池回收;金属回收;固态电池;锂电池概念;宁德时代概念;比亚迪概念;特斯拉概念;机器人概念;人形机器人;芯片概念;融资融券
600734.SH,22,600734,31,ST板块;国资云;华为鲲鹏;智慧政务;数据安全;国产操作系统;职业教育;区块链;数据要素;数字经济;云计算;智慧城市;AI应用;AI智能体;DeepSeek概念;安防;人工智能;算力租赁;虚拟电厂;物联网;创投;福建自贸区;东数西算(算力);国企改革;华为概念;机器人概念;海峡两岸;专精特新;无人机;人形机器人;股权转让(并购重组)
688779.SH,17,688779,14,钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;储能;低空经济;国企改革;飞行汽车(eVTOL);高压快充;央企国企改革;无人机;融资融券;沪股通
301365.SZ,33,301365,7,AIGC概念;人工智能;粤港澳大湾区;创投;新型城镇化;深股通;融资融券
000782.SZ,33,000782,1,军工
601198.SH,17,601198,7,期货概念;化债概念(AMC概念);互联网金融;国企改革;央企国企改革;沪股通;融资融券
601233.SH,17,601233,5,互联网金融;长三角一体化;煤炭概念;沪股通;融资融券
301212.SZ,33,301212,6,可降解塑料;共同富裕示范区;专精特新;消毒剂;锂电池概念;融资融券
688259.SH,17,688259,9,星闪概念;芯片概念;机器人概念;WiFi 6;人形机器人;阿里巴巴概念;电力物联网;智能电网;融资融券
002047.SZ,33,002047,15,股权转让(并购重组);光伏建筑一体化;横琴新区;装配式建筑;风电;元宇宙;一带一路;虚拟现实;国企改革;智慧城市;粤港澳大湾区;智能穿戴;AI眼镜;深股通;摘帽
002890.SZ,33,002890,3,农机;乡村振兴;专精特新
001230.SZ,33,001230,16,车联网(车路协同);无人驾驶;智慧城市;数字经济;人工智能;物联网;专精特新;机器人概念;新能源汽车;DeepSeek概念;数据中心(AIDC);污水处理;垃圾分类;新型城镇化;固废处理;PPP概念
605128.SH,17,605128,7,华为汽车;人形机器人;机器人概念;高铁;新能源汽车;华为概念;沪股通
603699.SH,17,603699,10,核电;可控核聚变;氢能源;一带一路;人民币贬值受益;风电;高股息精选;页岩气;沪股通;融资融券
000166.SZ,33,000166,7,期货概念;证金持股;国企改革;西部大开发;新疆振兴;深股通;融资融券
920924.BJ,151,920924,22,数据中心(AIDC);AI应用;高铁;融资融券;养老概念;信创;网络安全;抖音概念(字节概念);安防;车联网(车路协同);华为概念;算力租赁;物业管理;数字经济;阿里巴巴概念;区块链;智慧灯杆;人工智能;智慧城市;5G;专精特新;东数西算(算力)
002925.SZ,33,002925,26,虚拟现实;AI智能体;智能座舱;元宇宙;华为概念;工业互联网;物联网;智能穿戴;智能家居;长安汽车概念;数字孪生;机器人概念;新型工业化;比亚迪概念;新型烟草(电子烟);海峡两岸;消费电子概念;汽车电子;脑机接口;人民币贬值受益;智能医疗;光伏概念;福建自贸区;医疗器械概念;融资融券;深股通
603435.SH,17,603435,11,注册制次新股;柔性直流输电;储能;海峡两岸;特高压;专精特新;新能源汽车;锂电池概念;PET铜箔;新股与次新股;融资融券
600382.SH,17,600382,8,参股银行;白酒概念;新能源汽车;PPP概念;小金属概念;无人机;沪股通;股权转让(并购重组)
003004.SZ,33,003004,20,语音技术;人脸识别;雄安新区;京津冀一体化;数据要素;信创;多模态AI;数字经济;智能医疗;人工智能;智慧城市;车联网(车路协同);网络安全;高铁;安防;军工信息化;低空经济;军工;无人机;摘帽
600331.SH,17,600331,10,金属锌;金属铜;小金属概念;磷化工;化肥;信托概念;西部大开发;国企改革;融资融券;沪股通
605028.SH,17,605028,4,绿色电力;固废处理;生物质能发电;高股息精选
002426.SZ,33,002426,17,新型工业化;AI PC;小米概念;一体化压铸;华为概念;新能源汽车;特斯拉概念;人民币贬值受益;智能穿戴;一带一路;消费电子概念;苹果概念;AI眼镜;锂电池概念;PET铜箔;深股通;融资融券
600096.SH,17,600096,13,磷化工;化肥;氟化工概念;煤化工概念;煤炭概念;高股息精选;锂电池概念;乡村振兴;西部大开发;国企改革;碳中和;融资融券;沪股通
002538.SZ,33,002538,13,化肥;生态农业;农村电商;磷化工;民营医院;ST板块;乡村振兴;金属铜;金属铅;金属锌;工业互联网;黄金概念;2026一季报预增
002579.SZ,33,002579,48,AI PC;PCB概念;共封装光学(CPO);AI手机;无线耳机;MiniLED;MicroLED概念;AI眼镜;先进封装;新型烟草(电子烟);智能音箱;汽车电子;消费电子概念;5G;OLED;智能穿戴;WiFi 6;柔性屏(折叠屏);毫米波雷达;6G概念;小米概念;数据中心(AIDC);存储芯片;东数西算(算力);芯片概念;储能;比亚迪概念;海峡两岸;新能源汽车;广东自贸区;无人驾驶;物联网;商业航天;卫星导航;粤港澳大湾区;人形机器人;工业互联网;无人机;机器人概念;军工;低空经济;数字经济;创投;医疗器械概念;军民融合;融资融券;养老概念;深股通
600063.SH,17,600063,10,水泥概念;光伏概念;国企改革;专精特新;水利;储能;参股券商;融资融券;股权转让(并购重组);沪股通
688337.SH,17,688337,7,芯片概念;量子科技;DeepSeek概念;跨境电商;2026中报预增;沪股通;融资融券
002074.SZ,33,002074,24,钠离子电池;动力电池回收;固态电池;两轮车;锂电池概念;储能;换电概念;磷化工;高压快充;智能电网;充电桩;碳中和;风电;数据中心(AIDC);飞行汽车(eVTOL);海工装备;长安汽车概念;华为概念;低空经济;人工智能;新能源汽车;乡村振兴;深股通;融资融券
600409.SH,17,600409,10,消毒剂;有机硅概念;钠离子电池;国企改革;京津冀一体化;绿色电力;光伏概念;华为概念;沪股通;融资融券
600482.SH,17,600482,26,中船系;数据中心(AIDC);国产航母;储能;风电;核电;海工装备;新能源汽车;燃料电池;长安汽车概念;军工;核污染防治;军民融合;石墨烯;氢能源;固态电池;DeepSeek概念;锂电池概念;京津冀一体化;雄安新区;央企国企改革;钠离子电池;沪股通;融资融券;国企改革;中字头股票
920593.BJ,151,920593,8,先进封装;人形机器人;专精特新;机器人概念;减速器;3D打印;医疗器械概念;融资融券
301150.SZ,33,301150,10,PET铜箔;固态电池;锂电池概念;宁德时代概念;PCB概念;储能;专精特新;比亚迪概念;深股通;融资融券
001339.SZ,33,001339,33,算力租赁;东数西算(算力);数据安全;云办公;人脸识别;网络安全;信创;智慧城市;中国AI 50;鸿蒙概念;英伟达概念;安防;ETC;物联网;在线教育;AI PC;机器视觉;车联网(车路协同);人工智能;DeepSeek概念;专精特新;新型工业化;5G;工业互联网;粤港澳大湾区;消费电子概念;机器人概念;芯片概念;智能医疗;智能座舱;人形机器人;2026中报预增;深股通
002378.SZ,33,002378,7,小金属概念;金属铜;军工;工业母机;光伏概念;深股通;融资融券
601636.SH,17,601636,7,硅能源;建筑节能;光伏概念;芯片概念;沪股通;融资融券;玻璃基板
002136.SZ,33,002136,4,钛白粉概念;磷化工;锂电池概念;国企改革
688226.SH,17,688226,14,共封装光学(CPO);数据中心(AIDC);东数西算(算力);HJT电池;专精特新;华为概念;特斯拉概念;光伏概念;智能电网;储能;钠离子电池;风电;沪股通;融资融券
603722.SH,17,603722,4,丙烯酸;专精特新;人民币贬值受益;燃料电池
688069.SH,17,688069,10,数字孪生;专精特新;人工智能;水利;光伏概念;储能;碳中和;氢能源;碳交易;融资融券
002213.SZ,33,002213,16,存储芯片;汽车芯片;PCB概念;WiFi 6;芯片概念;消费电子概念;锂电池概念;比亚迪概念;硅能源;小金属概念;新能源汽车;粤港澳大湾区;无人驾驶;信创;创投;深股通
002849.SZ,33,002849,8,专精特新;星闪概念;物联网;智慧城市;锂电池概念;DeepSeek概念;动力电池回收;天然气
600259.SH,17,600259,11,稀土永磁;小金属概念;2026一季报预增;金属铜;粤港澳大湾区;海南自贸区;央企国企改革;国企改革;融资融券;中字头股票;沪股通
600095.SH,17,600095,8,参股券商;参股银行;互联网金融;黑龙江自贸区;创投;股权转让(并购重组);融资融券;沪股通
300259.SZ,33,300259,13,智能电网;数字孪生;物联网;传感器;专精特新;虚拟现实;光伏概念;华为概念;数据要素;水利;雄安新区;AI智能体;深股通
603175.SH,17,603175,21,PCB概念;消费电子概念;存储芯片;毫米波雷达;汽车电子;OLED;芯片概念;东数西算(算力);注册制次新股;数据中心(AIDC);智能座舱;无人驾驶;海峡两岸;比亚迪概念;新能源汽车;特斯拉概念;机器人概念;人民币贬值受益;一带一路;新股与次新股;融资融券
688790.SH,17,688790,15,科创次新股;WiFi 6;汽车芯片;芯片概念;注册制次新股;AI眼镜;卫星导航;智能穿戴;6G概念;5G;商业航天;小米概念;华为概念;新股与次新股;融资融券
603713.SH,17,603713,9,上海自贸区;自由贸易港;人工智能;统一大市场;航运概念;跨境电商;智能物流;融资融券;沪股通
688047.SH,17,688047,13,MCU芯片;汽车芯片;东数西算(算力);国产操作系统;信创;芯片概念;百度概念;鸿蒙概念;商业航天;DeepSeek概念;机器人概念;沪股通;融资融券
002137.SZ,33,002137,20,先进封装;芯片概念;汽车电子;消费电子概念;无线耳机;5G;智能穿戴;光伏概念;华为概念;新能源汽车;物联网;抖音概念(字节概念);粤港澳大湾区;智能家居;区块链;数字经济;人民币贬值受益;文化传媒概念;网红经济;深股通
688655.SH,17,688655,14,共封装光学(CPO);PCB概念;5G;汽车电子;智能穿戴;智能座舱;专精特新;新能源汽车;机器人概念;粤港澳大湾区;医疗器械概念;绿色电力;股权转让(并购重组);融资融券
688135.SH,17,688135,17,汽车芯片;存储芯片;先进封装;芯片概念;5G;传感器;东数西算(算力);卫星导航;专精特新;比亚迪概念;无人驾驶;阿里巴巴概念;消费电子概念;MCU芯片;汽车电子;沪股通;融资融券
002921.SZ,33,002921,10,农机;减速器;人民币贬值受益;机器人概念;乡村振兴;新能源汽车;燃料电池;光热发电;氢能源;光伏概念
001248.SZ,33,001248,7,注册制次新股;新股与次新股;融资融券;粤港澳大湾区;风电;绿色电力;央企国企改革
601881.SH,17,601881,6,证金持股;同花顺中特估100;国企改革;沪股通;融资融券;中字头股票
600777.SH,17,600777,5,页岩气;俄乌冲突概念;天然气;人民币贬值受益;摘帽
000691.SZ,33,000691,3,西部大开发;锂电池概念;摘帽
002628.SZ,33,002628,9,无人驾驶;机器人概念;小金属概念;装配式建筑;西部大开发;新疆振兴;PPP概念;氟化工概念;融资融券
301665.SZ,33,301665,7,草甘膦;生态农业;一带一路;人民币贬值受益;氟化工概念;深股通;融资融券
600075.SH,17,600075,13,煤化工概念;水泥概念;生态农业;可降解塑料;新疆振兴;碳交易;国企改革;西部大开发;绿色电力;一带一路;储能;沪股通;融资融券
603297.SH,17,603297,13,光刻机;芯片概念;AI眼镜;PCB概念;商业航天;机器视觉;无人驾驶;虚拟现实;无人机;智能医疗;共同富裕示范区;沪股通;融资融券
300694.SZ,33,300694,5,国企改革;燃料电池;机器人概念;新能源汽车;人形机器人
301118.SZ,33,301118,9,净水概念;磷化工;土壤修复;氢能源;一带一路;光伏概念;芯片概念;小金属概念;融资融券
000948.SZ,33,000948,47,区块链;在线教育;互联网金融;NFT概念;知识产权保护;鸿蒙概念;财税数字化;智慧政务;AI应用;数字货币;移动支付;数字经济;多模态AI;AI智能体;华为鲲鹏;百度概念;数据安全;DeepSeek概念;元宇宙;信创;阿里巴巴概念;腾讯概念;智慧城市;ETC;人脸识别;人工智能;网络安全;国资云;水利;智能医疗;乡村振兴;语音技术;创投;军工信息化;碳中和;物联网;国企改革;信托概念;西部大开发;军民融合;医疗器械概念;华为概念;军工;数据中心(AIDC);机器视觉;深股通;融资融券
300692.SZ,33,300692,9,燃料电池;新型城镇化;污水处理;固废处理;PPP概念;CRO概念;绿色电力;合成生物;股权转让(并购重组)
688709.SH,17,688709,18,存储芯片;MCU芯片;汽车芯片;芯片概念;商业航天;量子科技;东数西算(算力);军工;无人驾驶;脑机接口;机器人概念;人工智能;人形机器人;西部大开发;央企国企改革;国企改革;沪股通;融资融券
300747.SZ,33,300747,27,光纤概念;先进封装;OLED;PCB概念;芯片概念;5G;商业航天;BC电池;3D打印;光伏概念;工业母机;航空发动机;数字水印;无人机;TOPCON电池;新能源汽车;低空经济;高端装备;风电;央企国企改革;国企改革;宁德时代概念;玻璃基板;比亚迪概念;AI智能体;融资融券;深股通
000922.SZ,33,000922,13,核电;风电;军工;氢能源;水利;央企国企改革;黑龙江自贸区;新能源汽车;机器人概念;国企改革;海工装备;深股通;融资融券
603050.SH,17,603050,13,金属回收;高压快充;智能电网;虚拟电厂;充电桩;储能;京津冀一体化;雄安新区;光伏概念;绿色电力;特斯拉概念;沪股通;融资融券
300059.SZ,33,300059,13,期货概念;互联网保险;互联网金融;区块链;AI应用;证金持股;AIGC概念;数据要素;DeepSeek概念;同花顺漂亮100;人工智能;深股通;融资融券
688359.SH,17,688359,8,PCB概念;PET铜箔;HJT电池;TOPCON电池;光伏概念;玻璃基板;沪股通;融资融券
688065.SH,17,688065,6,可降解塑料;合成生物;专精特新;同花顺新质50;沪股通;融资融券
688163.SH,17,688163,2,创新药;融资融券
603225.SH,17,603225,5,长三角一体化;工业互联网;沪股通;2026中报预增;融资融券
688591.SH,17,688591,20,MCU芯片;汽车芯片;芯片概念;星闪概念;国家大基金持股;WiFi 6;小米概念;智能穿戴;上海自贸区;专精特新;无线耳机;消费电子概念;5G;物联网;苹果概念;智能家居;鸿蒙概念;英伟达概念;沪股通;融资融券
603895.SH,17,603895,13,专精特新;新型工业化;人形机器人;数字孪生;机器人概念;储能;新能源汽车;长安汽车概念;工业互联网;华为概念;特斯拉概念;锂电池概念;固态电池
000062.SZ,33,000062,27,华为海思概念股;存储芯片;共封装光学(CPO);芯片概念;第三代半导体;6G概念;2026一季报预增;汽车电子;传感器;华为昇腾;东数西算(算力);华为概念;比亚迪概念;新能源汽车;粤港澳大湾区;人形机器人;机器人概念;腾讯概念;智慧城市;人民币贬值受益;AI智能体;互联网金融;创投;雄安新区;深股通;融资融券;证金持股
688195.SH,17,688195,20,光纤概念;共封装光学(CPO);光刻机;AI眼镜;芯片概念;量子科技;商业航天;卫星导航;数据中心(AIDC);专精特新;机器视觉;无人驾驶;华为概念;福建自贸区;海峡两岸;医疗器械概念;独角兽概念;沪股通;股权转让(并购重组);融资融券
688343.SH,17,688343,29,华为昇腾;算力租赁;东数西算(算力);华为鲲鹏;多模态AI;信创;智慧政务;阿里巴巴概念;ChatGPT概念;人脸识别;鸿蒙概念;AI智能体;车联网(车路协同);安防;华为概念;机器视觉;智慧城市;芯片概念;智能座舱;智能穿戴;DeepSeek概念;AI眼镜;人工智能;低空经济;消费电子概念;机器人概念;人形机器人;沪股通;融资融券
002782.SZ,33,002782,17,高压快充;消费电子概念;5G;数据中心(AIDC);充电桩;光伏概念;储能;比亚迪概念;小米汽车;新能源汽车;华为概念;机器人概念;低空经济;第三代半导体;东数西算(算力);融资融券;深股通
600755.SH,17,600755,22,参股券商;航运概念;统一大市场;高股息精选;养老概念;参股银行;国企改革;期货概念;中俄贸易概念;医疗器械概念;福建自贸区;一带一路;智能医疗;DeepSeek概念;海峡两岸;风电;动力电池回收;锂电池概念;小金属概念;华为数字能源;沪股通;融资融券
300323.SZ,33,300323,16,MicroLED概念;第三代半导体;MiniLED;共封装光学(CPO);AI眼镜;消费电子概念;汽车电子;智能穿戴;芯片概念;虚拟现实;华为概念;东数西算(算力);国企改革;深股通;金属回收;融资融券
300024.SZ,33,300024,28,人形机器人;新型工业化;机器人概念;机器视觉;职业教育;智能物流;人工智能;工业互联网;特斯拉概念;无人驾驶;养老概念;高端装备;传感器;比亚迪概念;专精特新;军工;3D打印;医疗器械概念;换电概念;参股保险;国企改革;宁德时代概念;芯片概念;深股通;融资融券;国家大基金持股;储能;新能源汽车
300418.SZ,33,300418,32,AI视频;AI语料;ChatGPT概念;多模态AI;短剧游戏;算力租赁;AIGC概念;Web3.0;虚拟数字人;阿里巴巴概念;AI智能体;AI应用;东数西算(算力);元宇宙;区块链;在线教育;DeepSeek概念;手机游戏;人工智能;独角兽概念;网络游戏;虚拟现实;华为概念;同花顺新质50;京津冀一体化;网红经济;无人驾驶;创投;人民币贬值受益;芯片概念;深股通;融资融券
688585.SH,17,688585,10,人形机器人;机器人概念;燃料电池;一带一路;可降解塑料;氢能源;风电;沪股通;股权转让(并购重组);融资融券
920187.BJ,151,920187,2,新股与次新股;融资融券
688391.SH,17,688391,10,MCU芯片;汽车芯片;芯片概念;消费电子概念;专精特新;电力物联网;充电桩;智能电网;储能;融资融券
603033.SH,17,603033,5,可降解塑料;新能源汽车;高铁;沪股通;融资融券
001308.SZ,33,001308,22,跨境电商;同花顺出海50;智能医疗;人民币贬值受益;在线教育;智能家居;AI应用;虚拟现实;抖音概念(字节概念);MiniLED;一带一路;人工智能;汽车电子;小米概念;智能穿戴;鸿蒙概念;消费电子概念;空间计算;AI眼镜;专精特新;OLED;深股通
601898.SH,17,601898,12,煤炭概念;煤化工概念;中字头股票;化肥;高股息精选;同花顺中特估100;证金持股;乡村振兴;国企改革;央企国企改革;沪股通;融资融券
300400.SZ,33,300400,17,柔性屏(折叠屏);PCB概念;机器视觉;富士康概念;新型工业化;先进封装;MiniLED;芯片概念;OLED;MicroLED概念;华为概念;消费电子概念;第三代半导体;人工智能;比亚迪概念;高端装备;深股通
688253.SH,17,688253,11,重组蛋白;幽门螺杆菌概念;辅助生殖;医药电商;流感;阿尔茨海默概念;猴痘概念;智能医疗;肝炎概念;沪股通;融资融券
002297.SZ,33,002297,13,培育钻石;航空发动机;成飞概念;大飞机;商业航天;碳纤维;军民融合;军工;无人机;2026一季报预增;国企改革;深股通;融资融券
920220.BJ,151,920220,9,一带一路;汽车热管理;低空经济;专精特新;储能;机器人概念;人形机器人;新股与次新股;融资融券
002736.SZ,33,002736,5,高股息精选;国企改革;深圳国企改革;融资融券;深股通
300429.SZ,33,300429,8,光刻胶;先进封装;芯片概念;PCB概念;专精特新;创投;深股通;融资融券
002155.SZ,33,002155,10,金属铅;金属锌;黄金概念;小金属概念;2026一季报预增;乡村振兴;国企改革;深股通;股权转让(并购重组);融资融券
600109.SH,17,600109,5,期货概念;西部大开发;腾讯概念;沪股通;融资融券
601231.SH,17,601231,19,共封装光学(CPO);同花顺果指数;WiFi 6;苹果概念;5G;AI眼镜;汽车电子;芯片概念;消费电子概念;智能穿戴;无线耳机;智能座舱;新能源汽车;物联网;沪股通;融资融券;元宇宙;一带一路;医疗器械概念
002577.SZ,33,002577,14,跨境电商;电子竞技;网络游戏;人工智能;星闪概念;粤港澳大湾区;百度概念;机器人概念;智能穿戴;无线耳机;消费电子概念;无线充电;融资融券;深股通
300681.SZ,33,300681,12,无人驾驶;MCU芯片;新能源汽车;同花顺新质50;飞行汽车(eVTOL);减速器;低空经济;长安汽车概念;粤港澳大湾区;智能物流;深股通;融资融券
301070.SZ,33,301070,15,光伏概念;东数西算(算力);比亚迪概念;华为昇腾;储能;无人驾驶;锂电池概念;高端装备;绿色电力;智慧政务;人工智能;DeepSeek概念;智能医疗;深股通;融资融券
300410.SZ,33,300410,22,PCB概念;苹果概念;先进封装;消费电子概念;OLED;5G;芯片概念;宁德时代概念;BC电池;比亚迪概念;光伏概念;锂电池概念;华为概念;新能源汽车;专精特新;储能;粤港澳大湾区;高端装备;机器人概念;工业互联网;食品安全;国企改革
920058.BJ,151,920058,5,中俄贸易概念;体育产业;人民币贬值受益;融资融券;两轮车
600549.SH,17,600549,18,金属钴;小金属概念;稀土永磁;可控核聚变;固态电池;宁德时代概念;商业航天;光伏概念;锂电池概念;无人机;动力电池回收;军工;海峡两岸;沪股通;融资融券;机器人概念;福建自贸区;国企改革
601162.SH,17,601162,6,期货概念;物业管理;国企改革;2026中报预增;沪股通;融资融券
301662.SZ,33,301662,9,固态电池;宁德时代概念;锂电池概念;钠离子电池;动力电池回收;比亚迪概念;粤港澳大湾区;深股通;融资融券
002175.SZ,33,002175,11,股权转让(并购重组);物业管理;ST板块;智能物流;工业互联网;物联网;西部大开发;新能源汽车;高端装备;芯片概念;超级电容
688367.SH,17,688367,6,专精特新;华为概念;DeepSeek概念;工业互联网;无人驾驶;融资融券
300031.SZ,33,300031,28,数字孪生;新型工业化;元宇宙;云游戏;虚拟数字人;手机游戏;虚拟现实;网络游戏;机器视觉;AI应用;MR(混合现实);人工智能;机器人概念;数字经济;工业互联网;DeepSeek概念;IP经济(谷子经济);车联网(车路协同);传感器;百度概念;创投;华为概念;人民币贬值受益;无人驾驶;碳中和;无人机;深股通;融资融券
002281.SZ,33,002281,21,F5G概念;光纤概念;共封装光学(CPO);6G概念;5G;液冷服务器;芯片概念;量子科技;数据中心(AIDC);东数西算(算力);华为概念;阿里巴巴概念;抖音概念(字节概念);腾讯概念;百度概念;央企国企改革;国企改革;深股通;融资融券;先进封装;股权转让(并购重组)
920072.BJ,151,920072,5,智能医疗;专精特新;新股与次新股;融资融券;医疗器械概念
301160.SZ,33,301160,7,人形机器人;新能源汽车;专精特新;机器人概念;风电;深股通;融资融券
603922.SH,22,603922,3,新能源汽车;ST板块;动力电池回收
301110.SZ,33,301110,14,小红书概念;抖音概念(字节概念);阿里巴巴概念;数据要素;AI应用;AI智能体;跨境电商;人工智能;三胎概念;宠物经济;2026一季报预增;2026中报预增;深股通;融资融券
600329.SH,17,600329,7,高股息精选;医药电商;养老概念;京津冀一体化;智能医疗;沪股通;融资融券
002980.SZ,33,002980,22,共封装光学(CPO);AI眼镜;智能穿戴;血氧仪;PM2.5;光伏概念;核污染防治;新能源汽车;物联网;充电桩;食品安全;储能;核电;人民币贬值受益;医疗器械概念;华为鲲鹏;鸿蒙概念;AI智能体;DeepSeek概念;智能医疗;流感;深股通
688376.SH,17,688376,10,中芯国际概念;光刻机;芯片概念;PM2.5;数据中心(AIDC);专精特新;腾讯概念;阿里巴巴概念;沪股通;融资融券
002860.SZ,33,002860,17,HJT电池;TOPCON电池;光伏概念;传感器;5G;军民融合;比亚迪概念;无人机;新能源汽车;家用电器;光伏建筑一体化;储能;ETC;数据中心(AIDC);垃圾分类;共同富裕示范区;融资融券
